example_id,condition,layer,gold_answer,gold_first_token,gold_token_id,gold_logit,gold_rank,is_top1,top1_token,top1_logit
geo_029,cell_A,13,the Pacific Ocean,the,253,1.5811,10366,0,vess,9.125
geo_029,cell_A,14,the Pacific Ocean,the,253,-0.2861,28007,0,answ,10.4844
geo_029,cell_A,15,the Pacific Ocean,the,253,0.9976,15047,0,answ,10.2734
geo_029,cell_A,16,the Pacific Ocean,the,253,1.9795,7019,0,errnoErr,10.4062
geo_029,cell_A,17,the Pacific Ocean,the,253,3.3438,1403,0,errnoErr,9.4062
geo_029,cell_A,18,the Pacific Ocean,the,253,4.5273,276,0,Australia,11.6406
geo_029,cell_A,19,the Pacific Ocean,the,253,5.6094,73,0,Australia,12.2422
geo_029,cell_A,20,the Pacific Ocean,the,253,7.2031,14,0,Australia,12.0234
geo_029,cell_A,21,the Pacific Ocean,the,253,7.8125,7,0,Australia,13.0547
geo_029,cell_A,22,the Pacific Ocean,the,253,9.3516,3,0,Australia,13.1953
geo_029,cell_A,23,the Pacific Ocean,the,253,10.3125,2,0,Australia,13.8672
geo_029,cell_A,24,the Pacific Ocean,the,253,11.4219,2,0,Australia,13.0
geo_029,cell_A,25,the Pacific Ocean,the,253,11.8359,1,0,The,12.4531
geo_029,cell_A,26,the Pacific Ocean,the,253,11.8359,1,0,The,12.4609
geo_029,cell_A,27,the Pacific Ocean,the,253,11.4766,1,0,The,12.5547
geo_029,cell_A,28,the Pacific Ocean,the,253,12.2656,1,0,The,12.9219
geo_029,cell_A,29,the Pacific Ocean,the,253,12.5703,1,0,The,13.2266
geo_029,cell_A,30,the Pacific Ocean,the,253,12.6641,2,0,The,13.2969
geo_029,cell_A,31,the Pacific Ocean,the,253,13.2344,2,0,Australia,15.6953
geo_029,cell_C,0,the Pacific Ocean,the,253,-2.582,43837,0,,12.0859
geo_029,cell_C,1,the Pacific Ocean,the,253,-2.1172,42006,0,pril,12.1875
geo_029,cell_C,2,the Pacific Ocean,the,253,-1.9912,41913,0,pril,11.1875
geo_029,cell_C,3,the Pacific Ocean,the,253,-1.6553,39706,0,pril,10.7891
geo_029,cell_C,4,the Pacific Ocean,the,253,-0.8574,33744,0,phis,10.2891
geo_029,cell_C,5,the Pacific Ocean,the,253,-2.2305,44063,0,answ,10.4297
geo_029,cell_C,6,the Pacific Ocean,the,253,-1.4873,39630,0,PLIED,9.6875
geo_029,cell_C,7,the Pacific Ocean,the,253,-1.5635,40309,0,PLIED,9.6953
geo_029,cell_C,8,the Pacific Ocean,the,253,-2.0273,43392,0,PLIED,10.0234
geo_029,cell_C,9,the Pacific Ocean,the,253,-2.8516,46845,0,PLIED,9.2812
geo_029,cell_C,10,the Pacific Ocean,the,253,-2.125,43780,0,PLIED,10.1328
geo_029,cell_C,11,the Pacific Ocean,the,253,-2.2695,44524,0,CURI,10.0859
geo_029,cell_C,12,the Pacific Ocean,the,253,-0.2021,27168,0,CURI,12.2734
geo_029,cell_C,13,the Pacific Ocean,the,253,2.9688,2512,0,CURI,10.1094
geo_029,cell_C,14,the Pacific Ocean,the,253,2.0352,6429,0,CURI,10.8125
geo_029,cell_C,15,the Pacific Ocean,the,253,3.332,1390,0,CURI,10.1094
geo_029,cell_C,16,the Pacific Ocean,the,253,3.5156,1090,0,orche,9.4219
geo_029,cell_C,17,the Pacific Ocean,the,253,5.2422,85,0,ocean,10.1875
geo_029,cell_C,18,the Pacific Ocean,the,253,6.8516,25,0,ocean,12.2422
geo_029,cell_C,19,the Pacific Ocean,the,253,7.9141,11,0,ocean,11.4297
geo_029,cell_C,20,the Pacific Ocean,the,253,9.4531,2,0,ocean,11.0078
geo_029,cell_C,21,the Pacific Ocean,the,253,9.7031,2,0,Australia,10.7891
geo_029,cell_C,22,the Pacific Ocean,the,253,11.9375,0,1,the,11.9375
geo_029,cell_C,23,the Pacific Ocean,the,253,13.2656,0,1,the,13.2656
geo_029,cell_C,24,the Pacific Ocean,the,253,14.0391,0,1,the,14.0391
geo_029,cell_C,25,the Pacific Ocean,the,253,14.6797,0,1,the,14.6797
geo_029,cell_C,26,the Pacific Ocean,the,253,14.8594,0,1,the,14.8594
geo_029,cell_C,27,the Pacific Ocean,the,253,14.5859,0,1,the,14.5859
geo_029,cell_C,28,the Pacific Ocean,the,253,15.4531,0,1,the,15.4531
geo_029,cell_C,29,the Pacific Ocean,the,253,15.6562,0,1,the,15.6562
geo_029,cell_C,30,the Pacific Ocean,the,253,15.1797,0,1,the,15.1797
geo_029,cell_C,31,the Pacific Ocean,the,253,16.0,0,1,the,16.0
geo_030,cell_A,0,the Atlantic Ocean,the,253,-2.1133,41945,0,amsbsy,12.7266
geo_030,cell_A,1,the Atlantic Ocean,the,253,-2.3516,43460,0,phis,10.6719
geo_030,cell_A,2,the Atlantic Ocean,the,253,-2.7734,45759,0,,10.6016
geo_030,cell_A,3,the Atlantic Ocean,the,253,-2.6719,45439,0,,10.2578
geo_030,cell_A,4,the Atlantic Ocean,the,253,-4.4688,49566,0,,9.4375
geo_030,cell_A,5,the Atlantic Ocean,the,253,-4.0,49125,0,doct,9.7109
geo_030,cell_A,6,the Atlantic Ocean,the,253,-4.5977,49665,0,parch,9.4141
geo_030,cell_A,7,the Atlantic Ocean,the,253,-2.7852,46309,0,doct,9.3594
geo_030,cell_A,8,the Atlantic Ocean,the,253,-2.8125,46576,0,HECK,8.3281
geo_030,cell_A,9,the Atlantic Ocean,the,253,-3.9219,48964,0,prehens,9.1719
geo_030,cell_A,10,the Atlantic Ocean,the,253,-2.9727,47182,0,REEK,9.0
geo_030,cell_A,11,the Atlantic Ocean,the,253,-2.6562,45813,0,laug,9.4922
geo_030,cell_A,12,the Atlantic Ocean,the,253,-1.6885,40335,0,prehens,10.4375
geo_030,cell_A,13,the Atlantic Ocean,the,253,1.8164,8524,0,CLUDING,9.1328
geo_030,cell_A,14,the Atlantic Ocean,the,253,-0.0352,25459,0,answ,10.0938
geo_030,cell_A,15,the Atlantic Ocean,the,253,0.1792,23270,0,answ,10.7656
geo_030,cell_A,16,the Atlantic Ocean,the,253,1.3193,11878,0,errnoErr,10.2109
geo_030,cell_A,17,the Atlantic Ocean,the,253,2.8477,2596,0,thous,9.2344
geo_030,cell_A,18,the Atlantic Ocean,the,253,4.3672,303,0,answ,9.3047
geo_030,cell_A,19,the Atlantic Ocean,the,253,5.5938,76,0,The,7.9805
geo_030,cell_A,20,the Atlantic Ocean,the,253,7.1953,15,0,The,9.1094
geo_030,cell_A,21,the Atlantic Ocean,the,253,7.9883,7,0,what,9.8438
geo_030,cell_A,22,the Atlantic Ocean,the,253,9.5234,2,0,The,10.0703
geo_030,cell_A,23,the Atlantic Ocean,the,253,10.2188,1,0,The,10.8594
geo_030,cell_A,24,the Atlantic Ocean,the,253,11.1172,1,0,The,11.4844
geo_030,cell_A,25,the Atlantic Ocean,the,253,11.3047,1,0,The,12.0
geo_030,cell_A,26,the Atlantic Ocean,the,253,11.5547,1,0,The,12.3047
geo_030,cell_A,27,the Atlantic Ocean,the,253,11.0078,1,0,The,12.3359
geo_030,cell_A,28,the Atlantic Ocean,the,253,11.7422,1,0,The,12.6797
geo_030,cell_A,29,the Atlantic Ocean,the,253,11.9297,1,0,The,12.9922
geo_030,cell_A,30,the Atlantic Ocean,the,253,12.1484,1,0,The,13.2656
geo_030,cell_A,31,the Atlantic Ocean,the,253,13.1094,2,0,The,14.4844
geo_030,cell_C,0,the Atlantic Ocean,the,253,-2.5703,43756,0,,12.1562
geo_030,cell_C,1,the Atlantic Ocean,the,253,-2.0352,41536,0,phis,12.1016
geo_030,cell_C,2,the Atlantic Ocean,the,253,-2.2734,43336,0,,10.9922
geo_030,cell_C,3,the Atlantic Ocean,the,253,-1.9951,41861,0,,10.6641
geo_030,cell_C,4,the Atlantic Ocean,the,253,-0.8203,33426,0,phis,10.5156
geo_030,cell_C,5,the Atlantic Ocean,the,253,-2.3398,44576,0,answ,10.625
geo_030,cell_C,6,the Atlantic Ocean,the,253,-1.1377,36775,0,PLIED,10.0469
geo_030,cell_C,7,the Atlantic Ocean,the,253,-0.8271,34001,0,PLIED,10.3594
geo_030,cell_C,8,the Atlantic Ocean,the,253,-1.6299,40824,0,PLIED,10.5625
geo_030,cell_C,9,the Atlantic Ocean,the,253,-2.3398,44791,0,PLIED,9.5469
geo_030,cell_C,10,the Atlantic Ocean,the,253,-1.7939,41816,0,PLIED,10.0781
geo_030,cell_C,11,the Atlantic Ocean,the,253,-2.0898,43662,0,CURI,9.5469
geo_030,cell_C,12,the Atlantic Ocean,the,253,-0.2383,27514,0,CURI,11.8125
geo_030,cell_C,13,the Atlantic Ocean,the,253,2.5137,4077,0,CURI,9.9531
geo_030,cell_C,14,the Atlantic Ocean,the,253,1.5879,9517,0,CURI,11.2031
geo_030,cell_C,15,the Atlantic Ocean,the,253,2.8047,2731,0,CURI,10.1094
geo_030,cell_C,16,the Atlantic Ocean,the,253,3.6562,893,0,answ,9.3516
geo_030,cell_C,17,the Atlantic Ocean,the,253,5.7227,62,0,ocean,9.7188
geo_030,cell_C,18,the Atlantic Ocean,the,253,7.2148,18,0,ocean,11.1484
geo_030,cell_C,19,the Atlantic Ocean,the,253,7.9844,7,0,ocean,10.2891
geo_030,cell_C,20,the Atlantic Ocean,the,253,9.5938,1,0,ocean,10.0703
geo_030,cell_C,21,the Atlantic Ocean,the,253,10.1484,0,1,the,10.1484
geo_030,cell_C,22,the Atlantic Ocean,the,253,12.0859,0,1,the,12.0859
geo_030,cell_C,23,the Atlantic Ocean,the,253,12.9844,0,1,the,12.9844
geo_030,cell_C,24,the Atlantic Ocean,the,253,13.6797,0,1,the,13.6797
geo_030,cell_C,25,the Atlantic Ocean,the,253,14.1953,0,1,the,14.1953
geo_030,cell_C,26,the Atlantic Ocean,the,253,14.4375,0,1,the,14.4375
geo_030,cell_C,27,the Atlantic Ocean,the,253,13.9688,0,1,the,13.9688
geo_030,cell_C,28,the Atlantic Ocean,the,253,14.5547,0,1,the,14.5547
geo_030,cell_C,29,the Atlantic Ocean,the,253,14.6562,0,1,the,14.6562
geo_030,cell_C,30,the Atlantic Ocean,the,253,14.4375,0,1,the,14.4375
geo_030,cell_C,31,the Atlantic Ocean,the,253,16.0938,0,1,the,16.0938
geo_037,cell_A,0,South America,South,3684,0.8633,17912,0,amsbsy,12.7031
geo_037,cell_A,1,South America,South,3684,0.6284,19907,0,bserver,10.5
geo_037,cell_A,2,South America,South,3684,-0.793,33115,0,,10.5469
geo_037,cell_A,3,South America,South,3684,-1.2227,36532,0,,10.3359
geo_037,cell_A,4,South America,South,3684,-0.8711,33738,0,,9.4297
geo_037,cell_A,5,South America,South,3684,-1.2842,37268,0,doct,9.4531
geo_037,cell_A,6,South America,South,3684,-1.8984,41442,0,Syrac,9.4531
geo_037,cell_A,7,South America,South,3684,-1.541,39581,0,doct,8.8984
geo_037,cell_A,8,South America,South,3684,-3.3516,48112,0,CLUDING,8.1406
geo_037,cell_A,9,South America,South,3684,-3.5859,48327,0,vess,9.1406
geo_037,cell_A,10,South America,South,3684,-2.7852,46402,0,laug,8.2969
geo_037,cell_A,11,South America,South,3684,-3.1543,47413,0,laug,10.625
geo_037,cell_A,12,South America,South,3684,-3.6797,48592,0,prehens,11.5781
geo_037,cell_A,13,South America,South,3684,0.4692,20249,0,answ,9.4062
geo_037,cell_A,14,South America,South,3684,2.1816,6576,0,answ,10.6562
geo_037,cell_A,15,South America,South,3684,3.5449,1730,0,answ,10.9688
geo_037,cell_A,16,South America,South,3684,4.293,561,0,orche,9.0391
geo_037,cell_A,17,South America,South,3684,5.2734,187,0,continents,11.4297
geo_037,cell_A,18,South America,South,3684,5.9141,97,0,continents,11.7031
geo_037,cell_A,19,South America,South,3684,6.9375,36,0,Europe,11.1094
geo_037,cell_A,20,South America,South,3684,7.3867,36,0,Europe,11.3125
geo_037,cell_A,21,South America,South,3684,7.7539,22,0,Europe,11.0703
geo_037,cell_A,22,South America,South,3684,8.875,14,0,Europe,11.2188
geo_037,cell_A,23,South America,South,3684,9.7422,8,0,The,11.0156
geo_037,cell_A,24,South America,South,3684,10.3047,6,0,The,11.6641
geo_037,cell_A,25,South America,South,3684,10.7422,3,0,The,12.3047
geo_037,cell_A,26,South America,South,3684,10.5391,4,0,The,12.375
geo_037,cell_A,27,South America,South,3684,10.9766,3,0,The,12.0312
geo_037,cell_A,28,South America,South,3684,11.3359,3,0,The,12.4375
geo_037,cell_A,29,South America,South,3684,11.6797,3,0,The,12.4062
geo_037,cell_A,30,South America,South,3684,13.0781,1,0,North,13.8828
geo_037,cell_A,31,South America,South,3684,14.5781,1,0,North,14.7891
geo_037,cell_C,0,South America,South,3684,-0.2795,28680,0,,12.0938
geo_037,cell_C,1,South America,South,3684,-0.1567,27260,0,pril,11.9453
geo_037,cell_C,2,South America,South,3684,0.2114,23425,0,pril,10.7656
geo_037,cell_C,3,South America,South,3684,-0.1733,27096,0,,10.6641
geo_037,cell_C,4,South America,South,3684,0.7998,17545,0,phis,10.3594
geo_037,cell_C,5,South America,South,3684,0.231,22880,0,answ,10.6484
geo_037,cell_C,6,South America,South,3684,-1.6504,40647,0,PLIED,9.4766
geo_037,cell_C,7,South America,South,3684,-1.5273,40007,0,PLIED,10.1562
geo_037,cell_C,8,South America,South,3684,-3.3496,48453,0,PLIED,10.2891
geo_037,cell_C,9,South America,South,3684,-3.1543,47767,0,CURI,9.4297
geo_037,cell_C,10,South America,South,3684,-2.5449,45803,0,PLIED,9.8984
geo_037,cell_C,11,South America,South,3684,-2.6953,46491,0,CURI,10.2344
geo_037,cell_C,12,South America,South,3684,-4.1719,49603,0,CURI,12.0312
geo_037,cell_C,13,South America,South,3684,0.875,15818,0,orche,9.1641
geo_037,cell_C,14,South America,South,3684,1.6016,9592,0,orche,9.8906
geo_037,cell_C,15,South America,South,3684,2.3066,4912,0,orche,9.8672
geo_037,cell_C,16,South America,South,3684,2.5684,3520,0,orche,9.375
geo_037,cell_C,17,South America,South,3684,5.0742,163,0,continents,10.2656
geo_037,cell_C,18,South America,South,3684,6.0703,64,0,continents,11.0938
geo_037,cell_C,19,South America,South,3684,7.1016,22,0,continent,10.625
geo_037,cell_C,20,South America,South,3684,8.0312,16,0,Europe,10.9531
geo_037,cell_C,21,South America,South,3684,8.7422,11,0,Europe,10.9531
geo_037,cell_C,22,South America,South,3684,10.3281,3,0,North,11.4844
geo_037,cell_C,23,South America,South,3684,11.2188,1,0,North,11.4922
geo_037,cell_C,24,South America,South,3684,11.5625,2,0,the,11.9609
geo_037,cell_C,25,South America,South,3684,11.8594,2,0,the,12.5547
geo_037,cell_C,26,South America,South,3684,11.8828,2,0,the,12.6406
geo_037,cell_C,27,South America,South,3684,12.3125,0,1,South,12.3125
geo_037,cell_C,28,South America,South,3684,12.6016,1,0,the,12.7734
geo_037,cell_C,29,South America,South,3684,12.7578,0,1,South,12.7578
geo_037,cell_C,30,South America,South,3684,14.3203,1,0,North,14.4844
geo_037,cell_C,31,South America,South,3684,16.7031,0,1,South,16.7031
geo_038,cell_A,0,three,three,1264,-4.4219,48733,0,amsbsy,12.7266
geo_038,cell_A,1,three,three,1264,-3.9648,48280,0,bserver,10.4844
geo_038,cell_A,2,three,three,1264,-3.5547,48070,0,,10.4375
geo_038,cell_A,3,three,three,1264,-2.6641,45360,0,,10.1484
geo_038,cell_A,4,three,three,1264,-3.4336,48035,0,fraid,9.5312
geo_038,cell_A,5,three,three,1264,-2.2715,43844,0,doct,8.9688
geo_038,cell_A,6,three,three,1264,-3.5293,48151,0,Syrac,9.2422
geo_038,cell_A,7,three,three,1264,-2.8203,46441,0,destro,8.7891
geo_038,cell_A,8,three,three,1264,-2.7188,46201,0,merch,8.375
geo_038,cell_A,9,three,three,1264,-3.4355,47980,0,advertis,9.375
geo_038,cell_A,10,three,three,1264,-0.8613,34076,0,orche,8.2734
geo_038,cell_A,11,three,three,1264,-1.1396,36110,0,CLUDING,9.7188
geo_038,cell_A,12,three,three,1264,-0.751,32520,0,prehens,11.1562
geo_038,cell_A,13,three,three,1264,0.6069,18943,0,prehens,9.5312
geo_038,cell_A,14,three,three,1264,2.9375,3128,0,answ,9.7969
geo_038,cell_A,15,three,three,1264,3.2891,2102,0,answ,9.7656
geo_038,cell_A,16,three,three,1264,7.5039,30,0,plural,10.1094
geo_038,cell_A,17,three,three,1264,9.8438,2,0,There,10.1875
geo_038,cell_A,18,three,three,1264,9.2734,1,0,There,9.9141
geo_038,cell_A,19,three,three,1264,10.1094,0,1,three,10.1094
geo_038,cell_A,20,three,three,1264,11.6406,2,0,1,12.2656
geo_038,cell_A,21,three,three,1264,11.4688,3,0,1,12.6484
geo_038,cell_A,22,three,three,1264,11.6094,4,0,1,12.6328
geo_038,cell_A,23,three,three,1264,11.2656,4,0,2,12.1562
geo_038,cell_A,24,three,three,1264,11.2812,5,0,,12.5625
geo_038,cell_A,25,three,three,1264,11.5078,5,0,,12.5938
geo_038,cell_A,26,three,three,1264,11.2969,7,0,,12.75
geo_038,cell_A,27,three,three,1264,11.2578,8,0,,13.0781
geo_038,cell_A,28,three,three,1264,11.6641,7,0,,13.4375
geo_038,cell_A,29,three,three,1264,11.5234,7,0,,12.9062
geo_038,cell_A,30,three,three,1264,11.2891,7,0,2,12.6016
geo_038,cell_A,31,three,three,1264,12.1094,9,0,2,13.2188
geo_038,cell_C,0,three,three,1264,-4.0586,48014,0,,12.0547
geo_038,cell_C,1,three,three,1264,-2.0859,41852,0,pril,11.7422
geo_038,cell_C,2,three,three,1264,-1.7061,40226,0,,10.8281
geo_038,cell_C,3,three,three,1264,-2.4453,44277,0,,10.5781
geo_038,cell_C,4,three,three,1264,-2.0723,42835,0,phis,10.5703
geo_038,cell_C,5,three,three,1264,-1.8096,41703,0,answ,10.0781
geo_038,cell_C,6,three,three,1264,-2.3438,45030,0,PLIED,8.7891
geo_038,cell_C,7,three,three,1264,-1.7451,41616,0,PLIED,9.2031
geo_038,cell_C,8,three,three,1264,-1.1748,37048,0,PLIED,9.5703
geo_038,cell_C,9,three,three,1264,-1.9814,42728,0,PLIED,8.7891
geo_038,cell_C,10,three,three,1264,-0.9248,34502,0,PLIED,8.4766
geo_038,cell_C,11,three,three,1264,-0.4407,29687,0,CURI,8.3594
geo_038,cell_C,12,three,three,1264,-0.6523,31823,0,CURI,10.5
geo_038,cell_C,13,three,three,1264,0.3555,21462,0,CURI,9.1875
geo_038,cell_C,14,three,three,1264,4.0195,708,0,CURI,9.0
geo_038,cell_C,15,three,three,1264,4.6758,276,0,thous,9.2578
geo_038,cell_C,16,three,three,1264,8.4609,14,0,plural,11.2344
geo_038,cell_C,17,three,three,1264,15.0469,0,1,three,15.0469
geo_038,cell_C,18,three,three,1264,13.3438,0,1,three,13.3438
geo_038,cell_C,19,three,three,1264,14.4922,0,1,three,14.4922
geo_038,cell_C,20,three,three,1264,15.6797,0,1,three,15.6797
geo_038,cell_C,21,three,three,1264,15.3516,0,1,three,15.3516
geo_038,cell_C,22,three,three,1264,15.1953,0,1,three,15.1953
geo_038,cell_C,23,three,three,1264,14.8047,0,1,three,14.8047
geo_038,cell_C,24,three,three,1264,14.5938,0,1,three,14.5938
geo_038,cell_C,25,three,three,1264,14.4062,0,1,three,14.4062
geo_038,cell_C,26,three,three,1264,13.7109,0,1,three,13.7109
geo_038,cell_C,27,three,three,1264,13.6016,1,0,3,13.7734
geo_038,cell_C,28,three,three,1264,13.6641,0,1,three,13.6641
geo_038,cell_C,29,three,three,1264,13.3906,0,1,three,13.3906
geo_038,cell_C,30,three,three,1264,13.8906,0,1,three,13.8906
geo_038,cell_C,31,three,three,1264,14.6094,0,1,three,14.6094
geo_043,cell_A,0,South America,South,3684,0.8604,17957,0,amsbsy,12.7812
geo_043,cell_A,1,South America,South,3684,0.5449,20648,0,bserver,10.5
geo_043,cell_A,2,South America,South,3684,-0.8633,33748,0,,10.5156
geo_043,cell_A,3,South America,South,3684,-1.3721,37685,0,,10.3516
geo_043,cell_A,4,South America,South,3684,-1.1289,36000,0,fraid,9.375
geo_043,cell_A,5,South America,South,3684,-1.5176,39032,0,doct,9.3984
geo_043,cell_A,6,South America,South,3684,-2.2383,43310,0,Syrac,9.6016
geo_043,cell_A,7,South America,South,3684,-1.7578,41042,0,doct,8.8438
geo_043,cell_A,8,South America,South,3684,-3.4727,48384,0,CLUDING,7.8086
geo_043,cell_A,9,South America,South,3684,-3.6523,48442,0,vess,9.2578
geo_043,cell_A,10,South America,South,3684,-2.9238,46846,0,vess,8.3594
geo_043,cell_A,11,South America,South,3684,-3.1387,47374,0,laug,10.7344
geo_043,cell_A,12,South America,South,3684,-3.7539,48771,0,prehens,11.4844
geo_043,cell_A,13,South America,South,3684,-0.2595,27891,0,answ,9.7734
geo_043,cell_A,14,South America,South,3684,1.7412,9210,0,answ,11.2266
geo_043,cell_A,15,South America,South,3684,3.25,2287,0,answ,11.5156
geo_043,cell_A,16,South America,South,3684,4.0312,793,0,orche,9.2969
geo_043,cell_A,17,South America,South,3684,5.125,222,0,continents,11.5391
geo_043,cell_A,18,South America,South,3684,5.7422,113,0,continents,11.7656
geo_043,cell_A,19,South America,South,3684,6.8047,36,0,continent,11.0938
geo_043,cell_A,20,South America,South,3684,7.2656,38,0,Europe,11.0547
geo_043,cell_A,21,South America,South,3684,7.8125,22,0,Europe,10.9141
geo_043,cell_A,22,South America,South,3684,9.0078,13,0,Europe,11.1484
geo_043,cell_A,23,South America,South,3684,9.7656,8,0,The,10.9375
geo_043,cell_A,24,South America,South,3684,10.3828,6,0,The,11.4375
geo_043,cell_A,25,South America,South,3684,10.8438,4,0,The,12.0078
geo_043,cell_A,26,South America,South,3684,10.6797,6,0,the,12.2734
