example_id,domain,layer,component,hook_name,metric,gold_answer,gold_token_id,gold_token_str,gold_token_count,direct_token_count,structured_token_count,baseline_score,patched_score,delta,valid_example,skip_reason
geo_030,geography,30,mlp_out,blocks.30.hook_mlp_out,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,12.921875,-0.1875,True,
geo_030,geography,31,attn_out,blocks.31.hook_attn_out,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.171875,0.0625,True,
geo_030,geography,31,mlp_out,blocks.31.hook_mlp_out,logit,the Atlantic Ocean,253, the,3,239,239,13.109375,13.3125,0.203125,True,
geo_037,geography,24,attn_out,blocks.24.hook_attn_out,logit,South America,3684, South,2,243,243,14.5859375,14.515625,-0.0703125,True,
geo_037,geography,24,mlp_out,blocks.24.hook_mlp_out,logit,South America,3684, South,2,243,243,14.5859375,14.546875,-0.0390625,True,
geo_037,geography,25,attn_out,blocks.25.hook_attn_out,logit,South America,3684, South,2,243,243,14.5859375,14.6875,0.1015625,True,
geo_037,geography,25,mlp_out,blocks.25.hook_mlp_out,logit,South America,3684, South,2,243,243,14.5859375,14.6484375,0.0625,True,
geo_037,geography,29,attn_out,blocks.29.hook_attn_out,logit,South America,3684, South,2,243,243,14.5859375,14.609375,0.0234375,True,
geo_037,geography,29,mlp_out,blocks.29.hook_mlp_out,logit,South America,3684, South,2,243,243,14.5859375,14.3984375,-0.1875,True,
geo_037,geography,30,attn_out,blocks.30.hook_attn_out,logit,South America,3684, South,2,243,243,14.5859375,14.671875,0.0859375,True,
geo_037,geography,30,mlp_out,blocks.30.hook_mlp_out,logit,South America,3684, South,2,243,243,14.5859375,14.6875,0.1015625,True,
geo_037,geography,31,attn_out,blocks.31.hook_attn_out,logit,South America,3684, South,2,243,243,14.5859375,14.7265625,0.140625,True,
geo_037,geography,31,mlp_out,blocks.31.hook_mlp_out,logit,South America,3684, South,2,243,243,14.5859375,14.9921875,0.40625,True,
geo_038,geography,24,attn_out,blocks.24.hook_attn_out,logit,three,1264, three,1,258,258,12.1015625,12.046875,-0.0546875,True,
geo_038,geography,24,mlp_out,blocks.24.hook_mlp_out,logit,three,1264, three,1,258,258,12.1015625,12.2109375,0.109375,True,
geo_038,geography,25,attn_out,blocks.25.hook_attn_out,logit,three,1264, three,1,258,258,12.1015625,11.96875,-0.1328125,True,
geo_038,geography,25,mlp_out,blocks.25.hook_mlp_out,logit,three,1264, three,1,258,258,12.1015625,12.0390625,-0.0625,True,
geo_038,geography,29,attn_out,blocks.29.hook_attn_out,logit,three,1264, three,1,258,258,12.1015625,12.1484375,0.046875,True,
geo_038,geography,29,mlp_out,blocks.29.hook_mlp_out,logit,three,1264, three,1,258,258,12.1015625,11.875,-0.2265625,True,
geo_038,geography,30,attn_out,blocks.30.hook_attn_out,logit,three,1264, three,1,258,258,12.1015625,12.1953125,0.09375,True,
geo_038,geography,30,mlp_out,blocks.30.hook_mlp_out,logit,three,1264, three,1,258,258,12.1015625,12.6171875,0.515625,True,
geo_038,geography,31,attn_out,blocks.31.hook_attn_out,logit,three,1264, three,1,258,258,12.1015625,12.1484375,0.046875,True,
geo_038,geography,31,mlp_out,blocks.31.hook_mlp_out,logit,three,1264, three,1,258,258,12.1015625,11.515625,-0.5859375,True,
geo_043,geography,24,attn_out,blocks.24.hook_attn_out,logit,South America,3684, South,2,250,250,14.6640625,14.609375,-0.0546875,True,
geo_043,geography,24,mlp_out,blocks.24.hook_mlp_out,logit,South America,3684, South,2,250,250,14.6640625,14.5703125,-0.09375,True,
geo_043,geography,25,attn_out,blocks.25.hook_attn_out,logit,South America,3684, South,2,250,250,14.6640625,14.7421875,0.078125,True,
geo_043,geography,25,mlp_out,blocks.25.hook_mlp_out,logit,South America,3684, South,2,250,250,14.6640625,14.703125,0.0390625,True,
geo_043,geography,29,attn_out,blocks.29.hook_attn_out,logit,South America,3684, South,2,250,250,14.6640625,14.671875,0.0078125,True,
geo_043,geography,29,mlp_out,blocks.29.hook_mlp_out,logit,South America,3684, South,2,250,250,14.6640625,14.5,-0.1640625,True,
geo_043,geography,30,attn_out,blocks.30.hook_attn_out,logit,South America,3684, South,2,250,250,14.6640625,14.7734375,0.109375,True,
geo_043,geography,30,mlp_out,blocks.30.hook_mlp_out,logit,South America,3684, South,2,250,250,14.6640625,14.84375,0.1796875,True,
geo_043,geography,31,attn_out,blocks.31.hook_attn_out,logit,South America,3684, South,2,250,250,14.6640625,14.7890625,0.125,True,
geo_043,geography,31,mlp_out,blocks.31.hook_mlp_out,logit,South America,3684, South,2,250,250,14.6640625,15.0,0.3359375,True,
geo_046,geography,24,attn_out,blocks.24.hook_attn_out,logit,230 million,20504, 230,2,255,255,13.1171875,13.0859375,-0.03125,True,
geo_046,geography,24,mlp_out,blocks.24.hook_mlp_out,logit,230 million,20504, 230,2,255,255,13.1171875,13.0078125,-0.109375,True,
geo_046,geography,25,attn_out,blocks.25.hook_attn_out,logit,230 million,20504, 230,2,255,255,13.1171875,13.09375,-0.0234375,True,
geo_046,geography,25,mlp_out,blocks.25.hook_mlp_out,logit,230 million,20504, 230,2,255,255,13.1171875,13.0859375,-0.03125,True,
geo_046,geography,29,attn_out,blocks.29.hook_attn_out,logit,230 million,20504, 230,2,255,255,13.1171875,13.109375,-0.0078125,True,
geo_046,geography,29,mlp_out,blocks.29.hook_mlp_out,logit,230 million,20504, 230,2,255,255,13.1171875,12.90625,-0.2109375,True,
geo_046,geography,30,attn_out,blocks.30.hook_attn_out,logit,230 million,20504, 230,2,255,255,13.1171875,13.078125,-0.0390625,True,
geo_046,geography,30,mlp_out,blocks.30.hook_mlp_out,logit,230 million,20504, 230,2,255,255,13.1171875,13.0625,-0.0546875,True,
geo_046,geography,31,attn_out,blocks.31.hook_attn_out,logit,230 million,20504, 230,2,255,255,13.1171875,13.203125,0.0859375,True,
geo_046,geography,31,mlp_out,blocks.31.hook_mlp_out,logit,230 million,20504, 230,2,255,255,13.1171875,13.25,0.1328125,True,
sci_007,science,24,attn_out,blocks.24.hook_attn_out,logit,6,721, 6,1,241,241,11.6875,11.6953125,0.0078125,True,
sci_007,science,24,mlp_out,blocks.24.hook_mlp_out,logit,6,721, 6,1,241,241,11.6875,11.3984375,-0.2890625,True,
sci_007,science,25,attn_out,blocks.25.hook_attn_out,logit,6,721, 6,1,241,241,11.6875,11.5703125,-0.1171875,True,
sci_007,science,25,mlp_out,blocks.25.hook_mlp_out,logit,6,721, 6,1,241,241,11.6875,11.1484375,-0.5390625,True,
sci_007,science,29,attn_out,blocks.29.hook_attn_out,logit,6,721, 6,1,241,241,11.6875,11.546875,-0.140625,True,
sci_007,science,29,mlp_out,blocks.29.hook_mlp_out,logit,6,721, 6,1,241,241,11.6875,11.6015625,-0.0859375,True,
sci_007,science,30,attn_out,blocks.30.hook_attn_out,logit,6,721, 6,1,241,241,11.6875,11.75,0.0625,True,
sci_007,science,30,mlp_out,blocks.30.hook_mlp_out,logit,6,721, 6,1,241,241,11.6875,11.453125,-0.234375,True,
sci_007,science,31,attn_out,blocks.31.hook_attn_out,logit,6,721, 6,1,241,241,11.6875,11.8046875,0.1171875,True,
sci_007,science,31,mlp_out,blocks.31.hook_mlp_out,logit,6,721, 6,1,241,241,11.6875,12.09375,0.40625,True,
sci_012,science,24,attn_out,blocks.24.hook_attn_out,logit,Fe,5721, Fe,1,247,247,13.3125,13.359375,0.046875,True,
sci_012,science,24,mlp_out,blocks.24.hook_mlp_out,logit,Fe,5721, Fe,1,247,247,13.3125,13.375,0.0625,True,
sci_012,science,25,attn_out,blocks.25.hook_attn_out,logit,Fe,5721, Fe,1,247,247,13.3125,13.3359375,0.0234375,True,
sci_012,science,25,mlp_out,blocks.25.hook_mlp_out,logit,Fe,5721, Fe,1,247,247,13.3125,13.3671875,0.0546875,True,
sci_012,science,29,attn_out,blocks.29.hook_attn_out,logit,Fe,5721, Fe,1,247,247,13.3125,13.28125,-0.03125,True,
sci_012,science,29,mlp_out,blocks.29.hook_mlp_out,logit,Fe,5721, Fe,1,247,247,13.3125,13.1796875,-0.1328125,True,
sci_012,science,30,attn_out,blocks.30.hook_attn_out,logit,Fe,5721, Fe,1,247,247,13.3125,13.4140625,0.1015625,True,
sci_012,science,30,mlp_out,blocks.30.hook_mlp_out,logit,Fe,5721, Fe,1,247,247,13.3125,13.8515625,0.5390625,True,
sci_012,science,31,attn_out,blocks.31.hook_attn_out,logit,Fe,5721, Fe,1,247,247,13.3125,13.4765625,0.1640625,True,
sci_012,science,31,mlp_out,blocks.31.hook_mlp_out,logit,Fe,5721, Fe,1,247,247,13.3125,14.5625,1.25,True,
sci_019,science,24,attn_out,blocks.24.hook_attn_out,logit,99.86 percent,8688, 99,4,260,260,14.2265625,14.359375,0.1328125,True,
sci_019,science,24,mlp_out,blocks.24.hook_mlp_out,logit,99.86 percent,8688, 99,4,260,260,14.2265625,14.2421875,0.015625,True,
sci_019,science,25,attn_out,blocks.25.hook_attn_out,logit,99.86 percent,8688, 99,4,260,260,14.2265625,14.046875,-0.1796875,True,
sci_019,science,25,mlp_out,blocks.25.hook_mlp_out,logit,99.86 percent,8688, 99,4,260,260,14.2265625,14.2265625,0.0,True,
sci_019,science,29,attn_out,blocks.29.hook_attn_out,logit,99.86 percent,8688, 99,4,260,260,14.2265625,14.2734375,0.046875,True,
sci_019,science,29,mlp_out,blocks.29.hook_mlp_out,logit,99.86 percent,8688, 99,4,260,260,14.2265625,14.171875,-0.0546875,True,
sci_019,science,30,attn_out,blocks.30.hook_attn_out,logit,99.86 percent,8688, 99,4,260,260,14.2265625,14.296875,0.0703125,True,
sci_019,science,30,mlp_out,blocks.30.hook_mlp_out,logit,99.86 percent,8688, 99,4,260,260,14.2265625,13.8984375,-0.328125,True,
sci_019,science,31,attn_out,blocks.31.hook_attn_out,logit,99.86 percent,8688, 99,4,260,260,14.2265625,14.34375,0.1171875,True,
sci_019,science,31,mlp_out,blocks.31.hook_mlp_out,logit,99.86 percent,8688, 99,4,260,260,14.2265625,14.90625,0.6796875,True,
sci_025,science,24,attn_out,blocks.24.hook_attn_out,logit,ice particles,6749, ice,2,249,249,15.5703125,15.7109375,0.140625,True,
sci_025,science,24,mlp_out,blocks.24.hook_mlp_out,logit,ice particles,6749, ice,2,249,249,15.5703125,15.8125,0.2421875,True,
sci_025,science,25,attn_out,blocks.25.hook_attn_out,logit,ice particles,6749, ice,2,249,249,15.5703125,15.5,-0.0703125,True,
sci_025,science,25,mlp_out,blocks.25.hook_mlp_out,logit,ice particles,6749, ice,2,249,249,15.5703125,15.703125,0.1328125,True,
sci_025,science,29,attn_out,blocks.29.hook_attn_out,logit,ice particles,6749, ice,2,249,249,15.5703125,15.46875,-0.1015625,True,
sci_025,science,29,mlp_out,blocks.29.hook_mlp_out,logit,ice particles,6749, ice,2,249,249,15.5703125,15.5546875,-0.015625,True,
sci_025,science,30,attn_out,blocks.30.hook_attn_out,logit,ice particles,6749, ice,2,249,249,15.5703125,15.6484375,0.078125,True,
sci_025,science,30,mlp_out,blocks.30.hook_mlp_out,logit,ice particles,6749, ice,2,249,249,15.5703125,15.9765625,0.40625,True,
sci_025,science,31,attn_out,blocks.31.hook_attn_out,logit,ice particles,6749, ice,2,249,249,15.5703125,15.78125,0.2109375,True,
sci_025,science,31,mlp_out,blocks.31.hook_mlp_out,logit,ice particles,6749, ice,2,249,249,15.5703125,16.171875,0.6015625,True,
sci_028,science,24,attn_out,blocks.24.hook_attn_out,logit,CO2,6392, CO,2,253,253,14.09375,14.1953125,0.1015625,True,
sci_028,science,24,mlp_out,blocks.24.hook_mlp_out,logit,CO2,6392, CO,2,253,253,14.09375,13.9609375,-0.1328125,True,
sci_028,science,25,attn_out,blocks.25.hook_attn_out,logit,CO2,6392, CO,2,253,253,14.09375,14.1484375,0.0546875,True,
sci_028,science,25,mlp_out,blocks.25.hook_mlp_out,logit,CO2,6392, CO,2,253,253,14.09375,14.203125,0.109375,True,
sci_028,science,29,attn_out,blocks.29.hook_attn_out,logit,CO2,6392, CO,2,253,253,14.09375,14.03125,-0.0625,True,
sci_028,science,29,mlp_out,blocks.29.hook_mlp_out,logit,CO2,6392, CO,2,253,253,14.09375,14.09375,0.0,True,
sci_028,science,30,attn_out,blocks.30.hook_attn_out,logit,CO2,6392, CO,2,253,253,14.09375,14.140625,0.046875,True,
sci_028,science,30,mlp_out,blocks.30.hook_mlp_out,logit,CO2,6392, CO,2,253,253,14.09375,14.4453125,0.3515625,True,
sci_028,science,31,attn_out,blocks.31.hook_attn_out,logit,CO2,6392, CO,2,253,253,14.09375,14.2265625,0.1328125,True,
sci_028,science,31,mlp_out,blocks.31.hook_mlp_out,logit,CO2,6392, CO,2,253,253,14.09375,14.9609375,0.8671875,True,
sci_031,science,24,attn_out,blocks.24.hook_attn_out,logit,electromagnetic radiation,19302, electromagnetic,2,250,250,10.28125,10.53125,0.25,True,
sci_031,science,24,mlp_out,blocks.24.hook_mlp_out,logit,electromagnetic radiation,19302, electromagnetic,2,250,250,10.28125,10.40625,0.125,True,
sci_031,science,25,attn_out,blocks.25.hook_attn_out,logit,electromagnetic radiation,19302, electromagnetic,2,250,250,10.28125,10.1171875,-0.1640625,True,
sci_031,science,25,mlp_out,blocks.25.hook_mlp_out,logit,electromagnetic radiation,19302, electromagnetic,2,250,250,10.28125,10.1953125,-0.0859375,True,
sci_031,science,29,attn_out,blocks.29.hook_attn_out,logit,electromagnetic radiation,19302, electromagnetic,2,250,250,10.28125,10.3125,0.03125,True,
sci_031,science,29,mlp_out,blocks.29.hook_mlp_out,logit,electromagnetic radiation,19302, electromagnetic,2,250,250,10.28125,9.8984375,-0.3828125,True,
sci_031,science,30,attn_out,blocks.30.hook_attn_out,logit,electromagnetic radiation,19302, electromagnetic,2,250,250,10.28125,10.4453125,0.1640625,True,
sci_031,science,30,mlp_out,blocks.30.hook_mlp_out,logit,electromagnetic radiation,19302, electromagnetic,2,250,250,10.28125,10.9453125,0.6640625,True,
sci_031,science,31,attn_out,blocks.31.hook_attn_out,logit,electromagnetic radiation,19302, electromagnetic,2,250,250,10.28125,10.46875,0.1875,True,
sci_031,science,31,mlp_out,blocks.31.hook_mlp_out,logit,electromagnetic radiation,19302, electromagnetic,2,250,250,10.28125,11.515625,1.234375,True,
sci_035,science,24,attn_out,blocks.24.hook_attn_out,logit,4.6 billion years,577, 4,5,251,251,13.375,13.40625,0.03125,True,
sci_035,science,24,mlp_out,blocks.24.hook_mlp_out,logit,4.6 billion years,577, 4,5,251,251,13.375,13.375,0.0,True,
sci_035,science,25,attn_out,blocks.25.hook_attn_out,logit,4.6 billion years,577, 4,5,251,251,13.375,13.359375,-0.015625,True,
sci_035,science,25,mlp_out,blocks.25.hook_mlp_out,logit,4.6 billion years,577, 4,5,251,251,13.375,13.296875,-0.078125,True,
sci_035,science,29,attn_out,blocks.29.hook_attn_out,logit,4.6 billion years,577, 4,5,251,251,13.375,13.296875,-0.078125,True,
sci_035,science,29,mlp_out,blocks.29.hook_mlp_out,logit,4.6 billion years,577, 4,5,251,251,13.375,13.046875,-0.328125,True,
sci_035,science,30,attn_out,blocks.30.hook_attn_out,logit,4.6 billion years,577, 4,5,251,251,13.375,13.359375,-0.015625,True,
sci_035,science,30,mlp_out,blocks.30.hook_mlp_out,logit,4.6 billion years,577, 4,5,251,251,13.375,13.28125,-0.09375,True,
sci_035,science,31,attn_out,blocks.31.hook_attn_out,logit,4.6 billion years,577, 4,5,251,251,13.375,13.515625,0.140625,True,
sci_035,science,31,mlp_out,blocks.31.hook_mlp_out,logit,4.6 billion years,577, 4,5,251,251,13.375,13.296875,-0.078125,True,
sci_037,science,24,attn_out,blocks.24.hook_attn_out,logit,one,581, one,1,247,247,12.6015625,12.5859375,-0.015625,True,
sci_037,science,24,mlp_out,blocks.24.hook_mlp_out,logit,one,581, one,1,247,247,12.6015625,12.5390625,-0.0625,True,
sci_037,science,25,attn_out,blocks.25.hook_attn_out,logit,one,581, one,1,247,247,12.6015625,12.7578125,0.15625,True,
sci_037,science,25,mlp_out,blocks.25.hook_mlp_out,logit,one,581, one,1,247,247,12.6015625,12.7109375,0.109375,True,
sci_037,science,29,attn_out,blocks.29.hook_attn_out,logit,one,581, one,1,247,247,12.6015625,12.6484375,0.046875,True,
sci_037,science,29,mlp_out,blocks.29.hook_mlp_out,logit,one,581, one,1,247,247,12.6015625,12.7421875,0.140625,True,
sci_037,science,30,attn_out,blocks.30.hook_attn_out,logit,one,581, one,1,247,247,12.6015625,12.65625,0.0546875,True,
sci_037,science,30,mlp_out,blocks.30.hook_mlp_out,logit,one,581, one,1,247,247,12.6015625,12.5078125,-0.09375,True,
sci_037,science,31,attn_out,blocks.31.hook_attn_out,logit,one,581, one,1,247,247,12.6015625,12.6640625,0.0625,True,
sci_037,science,31,mlp_out,blocks.31.hook_mlp_out,logit,one,581, one,1,247,247,12.6015625,12.9609375,0.359375,True,
sci_043,science,24,attn_out,blocks.24.hook_attn_out,logit,thunderstorms,24511, thunder,3,270,270,11.90625,11.890625,-0.015625,True,
sci_043,science,24,mlp_out,blocks.24.hook_mlp_out,logit,thunderstorms,24511, thunder,3,270,270,11.90625,12.234375,0.328125,True,
sci_043,science,25,attn_out,blocks.25.hook_attn_out,logit,thunderstorms,24511, thunder,3,270,270,11.90625,11.921875,0.015625,True,
sci_043,science,25,mlp_out,blocks.25.hook_mlp_out,logit,thunderstorms,24511, thunder,3,270,270,11.90625,12.0546875,0.1484375,True,
sci_043,science,29,attn_out,blocks.29.hook_attn_out,logit,thunderstorms,24511, thunder,3,270,270,11.90625,11.7265625,-0.1796875,True,
sci_043,science,29,mlp_out,blocks.29.hook_mlp_out,logit,thunderstorms,24511, thunder,3,270,270,11.90625,11.8671875,-0.0390625,True,
sci_043,science,30,attn_out,blocks.30.hook_attn_out,logit,thunderstorms,24511, thunder,3,270,270,11.90625,12.09375,0.1875,True,
sci_043,science,30,mlp_out,blocks.30.hook_mlp_out,logit,thunderstorms,24511, thunder,3,270,270,11.90625,11.7109375,-0.1953125,True,
sci_043,science,31,attn_out,blocks.31.hook_attn_out,logit,thunderstorms,24511, thunder,3,270,270,11.90625,12.0703125,0.1640625,True,
sci_043,science,31,mlp_out,blocks.31.hook_mlp_out,logit,thunderstorms,24511, thunder,3,270,270,11.90625,12.4453125,0.5390625,True,
sci_046,science,24,attn_out,blocks.24.hook_attn_out,logit,thousands of years,6763, thousands,3,251,251,11.703125,11.9296875,0.2265625,True,
sci_046,science,24,mlp_out,blocks.24.hook_mlp_out,logit,thousands of years,6763, thousands,3,251,251,11.703125,11.859375,0.15625,True,
sci_046,science,25,attn_out,blocks.25.hook_attn_out,logit,thousands of years,6763, thousands,3,251,251,11.703125,11.734375,0.03125,True,
sci_046,science,25,mlp_out,blocks.25.hook_mlp_out,logit,thousands of years,6763, thousands,3,251,251,11.703125,11.203125,-0.5,True,
sci_046,science,29,attn_out,blocks.29.hook_attn_out,logit,thousands of years,6763, thousands,3,251,251,11.703125,11.765625,0.0625,True,
sci_046,science,29,mlp_out,blocks.29.hook_mlp_out,logit,thousands of years,6763, thousands,3,251,251,11.703125,11.421875,-0.28125,True,
sci_046,science,30,attn_out,blocks.30.hook_attn_out,logit,thousands of years,6763, thousands,3,251,251,11.703125,11.859375,0.15625,True,
sci_046,science,30,mlp_out,blocks.30.hook_mlp_out,logit,thousands of years,6763, thousands,3,251,251,11.703125,11.9609375,0.2578125,True,
sci_046,science,31,attn_out,blocks.31.hook_attn_out,logit,thousands of years,6763, thousands,3,251,251,11.703125,11.8203125,0.1171875,True,
sci_046,science,31,mlp_out,blocks.31.hook_mlp_out,logit,thousands of years,6763, thousands,3,251,251,11.703125,11.9921875,0.2890625,True,
sci_048,science,24,attn_out,blocks.24.hook_attn_out,logit,light,1708, light,1,237,237,11.1328125,11.1953125,0.0625,True,
sci_048,science,24,mlp_out,blocks.24.hook_mlp_out,logit,light,1708, light,1,237,237,11.1328125,11.234375,0.1015625,True,
sci_048,science,25,attn_out,blocks.25.hook_attn_out,logit,light,1708, light,1,237,237,11.1328125,10.9765625,-0.15625,True,
sci_048,science,25,mlp_out,blocks.25.hook_mlp_out,logit,light,1708, light,1,237,237,11.1328125,11.109375,-0.0234375,True,
sci_048,science,29,attn_out,blocks.29.hook_attn_out,logit,light,1708, light,1,237,237,11.1328125,11.109375,-0.0234375,True,
sci_048,science,29,mlp_out,blocks.29.hook_mlp_out,logit,light,1708, light,1,237,237,11.1328125,11.109375,-0.0234375,True,
sci_048,science,30,attn_out,blocks.30.hook_attn_out,logit,light,1708, light,1,237,237,11.1328125,11.1953125,0.0625,True,
sci_048,science,30,mlp_out,blocks.30.hook_mlp_out,logit,light,1708, light,1,237,237,11.1328125,11.015625,-0.1171875,True,
sci_048,science,31,attn_out,blocks.31.hook_attn_out,logit,light,1708, light,1,237,237,11.1328125,11.2578125,0.125,True,
sci_048,science,31,mlp_out,blocks.31.hook_mlp_out,logit,light,1708, light,1,237,237,11.1328125,11.6015625,0.46875,True,
sci_050,science,24,attn_out,blocks.24.hook_attn_out,logit,tectonic plate boundaries,246, t,5,262,262,12.4375,12.359375,-0.078125,True,
sci_050,science,24,mlp_out,blocks.24.hook_mlp_out,logit,tectonic plate boundaries,246, t,5,262,262,12.4375,12.2734375,-0.1640625,True,
sci_050,science,25,attn_out,blocks.25.hook_attn_out,logit,tectonic plate boundaries,246, t,5,262,262,12.4375,12.3828125,-0.0546875,True,
sci_050,science,25,mlp_out,blocks.25.hook_mlp_out,logit,tectonic plate boundaries,246, t,5,262,262,12.4375,12.328125,-0.109375,True,
sci_050,science,29,attn_out,blocks.29.hook_attn_out,logit,tectonic plate boundaries,246, t,5,262,262,12.4375,12.453125,0.015625,True,
sci_050,science,29,mlp_out,blocks.29.hook_mlp_out,logit,tectonic plate boundaries,246, t,5,262,262,12.4375,12.125,-0.3125,True,
sci_050,science,30,attn_out,blocks.30.hook_attn_out,logit,tectonic plate boundaries,246, t,5,262,262,12.4375,12.6015625,0.1640625,True,
sci_050,science,30,mlp_out,blocks.30.hook_mlp_out,logit,tectonic plate boundaries,246, t,5,262,262,12.4375,11.765625,-0.671875,True,
sci_050,science,31,attn_out,blocks.31.hook_attn_out,logit,tectonic plate boundaries,246, t,5,262,262,12.4375,12.5625,0.125,True,
sci_050,science,31,mlp_out,blocks.31.hook_mlp_out,logit,tectonic plate boundaries,246, t,5,262,262,12.4375,12.40625,-0.03125,True,
bio_001,biology,24,attn_out,blocks.24.hook_attn_out,logit,cellular respiration,7842, cellular,2,249,249,9.3671875,9.4375,0.0703125,True,
bio_001,biology,24,mlp_out,blocks.24.hook_mlp_out,logit,cellular respiration,7842, cellular,2,249,249,9.3671875,9.5703125,0.203125,True,
bio_001,biology,25,attn_out,blocks.25.hook_attn_out,logit,cellular respiration,7842, cellular,2,249,249,9.3671875,9.6640625,0.296875,True,
bio_001,biology,25,mlp_out,blocks.25.hook_mlp_out,logit,cellular respiration,7842, cellular,2,249,249,9.3671875,9.375,0.0078125,True,
bio_001,biology,29,attn_out,blocks.29.hook_attn_out,logit,cellular respiration,7842, cellular,2,249,249,9.3671875,9.3515625,-0.015625,True,
bio_001,biology,29,mlp_out,blocks.29.hook_mlp_out,logit,cellular respiration,7842, cellular,2,249,249,9.3671875,9.421875,0.0546875,True,
bio_001,biology,30,attn_out,blocks.30.hook_attn_out,logit,cellular respiration,7842, cellular,2,249,249,9.3671875,9.4765625,0.109375,True,
bio_001,biology,30,mlp_out,blocks.30.hook_mlp_out,logit,cellular respiration,7842, cellular,2,249,249,9.3671875,9.1171875,-0.25,True,
bio_001,biology,31,attn_out,blocks.31.hook_attn_out,logit,cellular respiration,7842, cellular,2,249,249,9.3671875,9.453125,0.0859375,True,
