example_id,condition,layer,gold_answer,gold_first_token,gold_token_id,gold_logit,gold_rank,is_top1,top1_token,top1_logit
geo_003,cell_B,18,the Australian dollar,the,279,8.1719,449,0,yes,15.375
geo_003,cell_B,19,the Australian dollar,the,279,9.0625,302,0,yes,15.9062
geo_003,cell_B,20,the Australian dollar,the,279,5.8594,2502,0,getOption,13.8359
geo_003,cell_B,21,the Australian dollar,the,279,6.4688,1731,0,getOption,13.7422
geo_003,cell_B,22,the Australian dollar,the,279,5.6523,2222,0,getOption,12.6562
geo_003,cell_B,23,the Australian dollar,the,279,6.543,1278,0,...,15.0156
geo_003,cell_B,24,the Australian dollar,the,279,6.1641,1908,0,getCell,12.7656
geo_003,cell_B,25,the Australian dollar,the,279,8.9922,153,0,ABCDEFGHIJKLMNOPQRSTUVWXYZ,12.375
geo_003,cell_B,26,the Australian dollar,the,279,9.9688,88,0,getCell,13.25
geo_003,cell_B,27,the Australian dollar,the,279,10.2344,100,0,Australia,14.0547
geo_003,cell_B,28,the Australian dollar,the,279,9.6016,68,0,Australia,13.6797
geo_003,cell_B,29,the Australian dollar,the,279,10.3594,40,0,ABCDEFGHIJKLMNOPQRSTUVWXYZ,12.5234
geo_003,cell_B,30,the Australian dollar,the,279,16.125,1,0,The,16.3906
geo_003,cell_B,31,the Australian dollar,the,279,15.9297,3,0,Australia,18.5781
geo_003,cell_B,32,the Australian dollar,the,279,14.0625,21,0,Australia,26.4688
geo_003,cell_B,33,the Australian dollar,the,279,17.7031,13,0,Australia,29.8125
geo_003,cell_B,34,the Australian dollar,the,279,21.125,1,0,Australia,24.1406
geo_003,cell_B,35,the Australian dollar,the,279,17.5,0,1,the,17.5
geo_003,cell_D,0,the Australian dollar,the,279,5.5273,6962,0,riv,14.5859
geo_003,cell_D,1,the Australian dollar,the,279,2.6973,35571,0,birka,17.2969
geo_003,cell_D,2,the Australian dollar,the,279,3.6348,24745,0,VIRTUAL,16.125
geo_003,cell_D,3,the Australian dollar,the,279,6.4922,4498,0,VIRTUAL,16.4844
geo_003,cell_D,4,the Australian dollar,the,279,7.9922,1478,0,VIRTUAL,15.7734
geo_003,cell_D,5,the Australian dollar,the,279,7.6562,1932,0,*******************************************************************************/,14.9219
geo_003,cell_D,6,the Australian dollar,the,279,5.9688,5888,0,curt,16.2031
geo_003,cell_D,7,the Australian dollar,the,279,8.0469,1521,0,✔,14.9688
geo_003,cell_D,8,the Australian dollar,the,279,9.9766,322,0,​,16.0625
geo_003,cell_D,9,the Australian dollar,the,279,8.5547,842,0,✔,15.2578
geo_003,cell_D,10,the Australian dollar,the,279,9.0234,402,0,Answer,15.6328
geo_003,cell_D,11,the Australian dollar,the,279,8.75,505,0,Answer,17.4219
geo_003,cell_D,12,the Australian dollar,the,279,9.6562,141,0,.,14.1406
geo_003,cell_D,13,the Australian dollar,the,279,7.6562,840,0,yes,14.1406
geo_003,cell_D,14,the Australian dollar,the,279,6.8438,1769,0,yes,15.2344
geo_003,cell_D,15,the Australian dollar,the,279,4.5859,6921,0,✔,13.0078
geo_003,cell_D,16,the Australian dollar,the,279,5.9414,2507,0,yes,14.5547
geo_003,cell_D,17,the Australian dollar,the,279,7.3906,547,0,yes,13.3516
geo_003,cell_D,18,the Australian dollar,the,279,6.8711,980,0,yes,15.6172
geo_003,cell_D,19,the Australian dollar,the,279,6.9648,787,0,\/\/,14.0703
geo_003,cell_D,20,the Australian dollar,the,279,9.5078,52,0,yes,14.8828
geo_003,cell_D,21,the Australian dollar,the,279,7.7656,193,0,yes,13.1875
geo_003,cell_D,22,the Australian dollar,the,279,7.1172,234,0,yes,11.7578
geo_003,cell_D,23,the Australian dollar,the,279,6.2461,981,0,.bunifuFlatButton,12.4688
geo_003,cell_D,24,the Australian dollar,the,279,4.5938,5088,0,________________________________,12.0781
geo_003,cell_D,25,the Australian dollar,the,279,5.3555,2689,0,yes,12.1562
geo_003,cell_D,26,the Australian dollar,the,279,8.4531,178,0,""")",13.8906
geo_003,cell_D,27,the Australian dollar,the,279,8.5703,183,0,'),12.5469
geo_003,cell_D,28,the Australian dollar,the,279,8.6172,127,0,Currency,14.0234
geo_003,cell_D,29,the Australian dollar,the,279,11.0469,20,0,Currency,14.0078
geo_003,cell_D,30,the Australian dollar,the,279,16.5781,1,0,The,17.6875
geo_003,cell_D,31,the Australian dollar,the,279,21.0312,1,0,The,21.8281
geo_003,cell_D,32,the Australian dollar,the,279,18.2188,10,0,Australian,27.3438
geo_003,cell_D,33,the Australian dollar,the,279,18.125,12,0,Australian,31.9219
geo_003,cell_D,34,the Australian dollar,the,279,20.75,2,0,Australian,24.4062
geo_003,cell_D,35,the Australian dollar,the,279,22.5,0,1,the,22.5
geo_004,cell_B,0,North America,North,4787,7.7422,1592,0,cor,15.1719
geo_004,cell_B,1,North America,North,4787,4.4648,17385,0,createElement,15.2344
geo_004,cell_B,2,North America,North,4787,4.5977,13642,0,createElement,15.8203
geo_004,cell_B,3,North America,North,4787,5.5,7639,0,VIRTUAL,14.5938
geo_004,cell_B,4,North America,North,4787,3.9297,18272,0,<>,14.6172
geo_004,cell_B,5,North America,North,4787,6.1797,5145,0,_ASSUME,16.125
geo_004,cell_B,6,North America,North,4787,3.5469,24563,0,shouldReceive,14.4609
geo_004,cell_B,7,North America,North,4787,4.8711,10652,0,派人,15.7578
geo_004,cell_B,8,North America,North,4787,5.1055,9676,0,派人,15.2109
geo_004,cell_B,9,North America,North,4787,5.8203,6395,0,None,15.1016
geo_004,cell_B,10,North America,North,4787,4.5977,12269,0,'',15.7266
geo_004,cell_B,11,North America,North,4787,5.0078,9873,0,getCell,15.2109
geo_004,cell_B,12,North America,North,4787,7.0469,1654,0,Response,14.4453
geo_004,cell_B,13,North America,North,4787,8.5938,467,0,tr,12.9844
geo_004,cell_B,14,North America,North,4787,8.7266,273,0,scratch,12.4375
geo_004,cell_B,15,North America,North,4787,9.8672,89,0,New,13.0234
geo_004,cell_B,16,North America,North,4787,10.7578,21,0,'',12.8281
geo_004,cell_B,17,North America,North,4787,9.9609,53,0,yes,13.6172
geo_004,cell_B,18,North America,North,4787,11.4219,16,0,yes,15.4062
geo_004,cell_B,19,North America,North,4787,10.9844,55,0,yes,16.7969
geo_004,cell_B,20,North America,North,4787,8.4375,160,0,...,12.7031
geo_004,cell_B,21,North America,North,4787,10.6328,29,0,',14.0312
geo_004,cell_B,22,North America,North,4787,9.2266,47,0,yes,12.9844
geo_004,cell_B,23,North America,North,4787,10.75,25,0,...,14.6562
geo_004,cell_B,24,North America,North,4787,9.5078,68,0,...,12.7656
geo_004,cell_B,25,North America,North,4787,12.6328,3,0,none,13.3047
geo_004,cell_B,26,North America,North,4787,14.8438,0,1,North,14.8438
geo_004,cell_B,27,North America,North,4787,17.2969,0,1,North,17.2969
geo_004,cell_B,28,North America,North,4787,16.1875,1,0,Earth,16.8281
geo_004,cell_B,29,North America,North,4787,16.2188,0,1,North,16.2188
geo_004,cell_B,30,North America,North,4787,20.3594,0,1,North,20.3594
geo_004,cell_B,31,North America,North,4787,19.5625,2,0,Canada,21.2344
geo_004,cell_B,32,North America,North,4787,20.25,6,0,Canada,29.8438
geo_004,cell_B,33,North America,North,4787,26.6406,1,0,Canada,28.2188
geo_004,cell_B,34,North America,North,4787,23.0938,0,1,North,23.0938
geo_004,cell_B,35,North America,North,4787,18.0469,2,0,the,18.5781
geo_004,cell_D,0,North America,North,4787,5.2461,8260,0,VIRTUAL,14.8594
geo_004,cell_D,1,North America,North,4787,3.3984,27597,0,birka,17.3906
geo_004,cell_D,2,North America,North,4787,4.3047,15927,0,VIRTUAL,16.5781
geo_004,cell_D,3,North America,North,4787,5.4531,8288,0,VIRTUAL,16.9688
geo_004,cell_D,4,North America,North,4787,5.3047,8841,0,VIRTUAL,16.0469
geo_004,cell_D,5,North America,North,4787,5.6289,7252,0,CADE,15.0
geo_004,cell_D,6,North America,North,4787,3.1992,25819,0,curt,15.9766
geo_004,cell_D,7,North America,North,4787,5.25,8823,0,✔,15.2422
geo_004,cell_D,8,North America,North,4787,6.8984,3023,0,✔,16.25
geo_004,cell_D,9,North America,North,4787,6.6445,3388,0,✔,15.5
geo_004,cell_D,10,North America,North,4787,7.5,1377,0,Answer,16.3906
geo_004,cell_D,11,North America,North,4787,5.8594,4680,0,Answer,17.9062
geo_004,cell_D,12,North America,North,4787,7.5781,939,0,Answer,14.0547
geo_004,cell_D,13,North America,North,4787,6.4297,2273,0,yes,14.1406
geo_004,cell_D,14,North America,North,4787,7.6172,968,0,yes,15.25
geo_004,cell_D,15,North America,North,4787,5.3984,3712,0,",",12.8672
geo_004,cell_D,16,North America,North,4787,5.8086,2850,0,yes,14.4609
geo_004,cell_D,17,North America,North,4787,5.1992,4068,0,yes,13.4609
geo_004,cell_D,18,North America,North,4787,6.7656,1101,0,yes,16.0625
geo_004,cell_D,19,North America,North,4787,6.6172,1128,0,\/\/,14.7812
geo_004,cell_D,20,North America,North,4787,6.2578,1565,0,yes,14.8281
geo_004,cell_D,21,North America,North,4787,3.4727,11261,0,yes,12.8047
geo_004,cell_D,22,North America,North,4787,5.2617,2043,0,yes,12.6484
geo_004,cell_D,23,North America,North,4787,4.8516,3602,0,.bunifuFlatButton,11.7734
geo_004,cell_D,24,North America,North,4787,4.8359,4552,0,________________________________,12.5234
geo_004,cell_D,25,North America,North,4787,6.8867,653,0,yes,13.125
geo_004,cell_D,26,North America,North,4787,8.7812,160,0,<|endoftext|>,15.0547
geo_004,cell_D,27,North America,North,4787,13.0078,1,0,Earth,14.6328
geo_004,cell_D,28,North America,North,4787,11.9375,7,0,Earth,15.9922
geo_004,cell_D,29,North America,North,4787,15.3125,3,0,Americas,16.8281
geo_004,cell_D,30,North America,North,4787,21.3281,2,0,Asia,21.5312
geo_004,cell_D,31,North America,North,4787,22.6406,0,1,North,22.6406
geo_004,cell_D,32,North America,North,4787,22.1406,1,0,Canada,22.6719
geo_004,cell_D,33,North America,North,4787,30.1406,0,1,North,30.1406
geo_004,cell_D,34,North America,North,4787,26.9688,0,1,North,26.9688
geo_004,cell_D,35,North America,North,4787,23.7188,0,1,North,23.7188
geo_006,cell_B,0,South America,South,4882,2.1504,37801,0,cor,15.1328
geo_006,cell_B,1,South America,South,4882,1.7793,48525,0,createElement,15.3047
geo_006,cell_B,2,South America,South,4882,1.1387,58367,0,createElement,15.9922
geo_006,cell_B,3,South America,South,4882,3.5762,21537,0,VIRTUAL,14.7266
geo_006,cell_B,4,South America,South,4882,3.332,27172,0,<>,14.5078
geo_006,cell_B,5,South America,South,4882,3.3105,27439,0,_ASSUME,16.6406
geo_006,cell_B,6,South America,South,4882,2.9453,31793,0,shouldReceive,14.5
geo_006,cell_B,7,South America,South,4882,5.4141,7894,0,派人,16.0156
geo_006,cell_B,8,South America,South,4882,4.1602,16155,0,派人,15.4141
geo_006,cell_B,9,South America,South,4882,4.5859,12966,0,纽,14.9922
geo_006,cell_B,10,South America,South,4882,4.7305,11455,0,'',15.2109
geo_006,cell_B,11,South America,South,4882,6.2969,4545,0,getCell,14.6719
geo_006,cell_B,12,South America,South,4882,9.9688,116,0,Response,14.2266
geo_006,cell_B,13,South America,South,4882,9.2734,233,0,tr,13.1328
geo_006,cell_B,14,South America,South,4882,6.9961,1431,0,Hide,12.6953
geo_006,cell_B,15,South America,South,4882,7.2812,1126,0,New,13.0156
geo_006,cell_B,16,South America,South,4882,8.0547,512,0,yes,12.3359
geo_006,cell_B,17,South America,South,4882,7.5391,601,0,yes,13.2188
geo_006,cell_B,18,South America,South,4882,8.1172,468,0,yes,15.7422
geo_006,cell_B,19,South America,South,4882,8.9531,335,0,yes,17.1094
geo_006,cell_B,20,South America,South,4882,4.9102,5316,0,...,12.4141
geo_006,cell_B,21,South America,South,4882,7.3047,720,0,...,12.7891
geo_006,cell_B,22,South America,South,4882,7.7812,253,0,...,12.8281
geo_006,cell_B,23,South America,South,4882,10.8203,14,0,...,14.5625
geo_006,cell_B,24,South America,South,4882,9.0547,121,0,...,12.6953
geo_006,cell_B,25,South America,South,4882,10.1016,73,0,none,14.1641
geo_006,cell_B,26,South America,South,4882,11.9844,28,0,North,14.875
geo_006,cell_B,27,South America,South,4882,16.125,1,0,中国大陆,16.9219
geo_006,cell_B,28,South America,South,4882,13.9297,5,0,Earth,16.7812
geo_006,cell_B,29,South America,South,4882,13.5156,9,0,Earth,15.3594
geo_006,cell_B,30,South America,South,4882,18.9531,5,0,Asia,22.9062
geo_006,cell_B,31,South America,South,4882,17.5938,12,0,Europe,23.3594
geo_006,cell_B,32,South America,South,4882,22.5,1,0,Brazil,22.625
geo_006,cell_B,33,South America,South,4882,28.3906,0,1,South,28.3906
geo_006,cell_B,34,South America,South,4882,24.8906,0,1,South,24.8906
geo_006,cell_B,35,South America,South,4882,19.125,1,0,the,19.5938
geo_006,cell_D,0,South America,South,4882,7.3203,2119,0,VIRTUAL,14.8906
geo_006,cell_D,1,South America,South,4882,5.3242,9377,0,birka,17.4219
geo_006,cell_D,2,South America,South,4882,6.5664,4466,0,VIRTUAL,16.6875
geo_006,cell_D,3,South America,South,4882,6.7461,3795,0,VIRTUAL,16.8125
geo_006,cell_D,4,South America,South,4882,6.1992,5255,0,VIRTUAL,15.9609
geo_006,cell_D,5,South America,South,4882,5.6484,7159,0,*******************************************************************************/,15.0312
geo_006,cell_D,6,South America,South,4882,3.918,18300,0,curt,15.9141
geo_006,cell_D,7,South America,South,4882,6.7852,3462,0,✔,15.0
geo_006,cell_D,8,South America,South,4882,7.0039,2797,0,​,16.0312
geo_006,cell_D,9,South America,South,4882,8.375,940,0,✔,15.3672
geo_006,cell_D,10,South America,South,4882,9.0938,371,0,Answer,16.3906
geo_006,cell_D,11,South America,South,4882,6.2578,3546,0,Answer,18.1406
geo_006,cell_D,12,South America,South,4882,9.3125,186,0,Answer,14.0547
geo_006,cell_D,13,South America,South,4882,7.3359,1120,0,getCell,13.8203
geo_006,cell_D,14,South America,South,4882,8.6797,358,0,yes,15.0156
geo_006,cell_D,15,South America,South,4882,4.5234,7254,0,",",12.8203
geo_006,cell_D,16,South America,South,4882,4.7734,6388,0,yes,14.2031
geo_006,cell_D,17,South America,South,4882,5.7539,2598,0,yes,13.2656
geo_006,cell_D,18,South America,South,4882,5.6484,2947,0,yes,15.6406
geo_006,cell_D,19,South America,South,4882,4.5508,6561,0,\/\/,14.8203
geo_006,cell_D,20,South America,South,4882,5.1172,4222,0,yes,14.7891
geo_006,cell_D,21,South America,South,4882,3.5645,10756,0,yes,12.8906
geo_006,cell_D,22,South America,South,4882,4.8672,2950,0,yes,12.4141
geo_006,cell_D,23,South America,South,4882,4.582,4689,0,.bunifuFlatButton,11.7031
geo_006,cell_D,24,South America,South,4882,3.8125,10012,0,________________________________,12.375
geo_006,cell_D,25,South America,South,4882,5.7188,2084,0,yes,12.9141
geo_006,cell_D,26,South America,South,4882,7.0312,812,0,<|endoftext|>,14.5078
geo_006,cell_D,27,South America,South,4882,13.4609,1,0,Earth,13.9219
geo_006,cell_D,28,South America,South,4882,11.2734,13,0,Earth,15.6016
geo_006,cell_D,29,South America,South,4882,13.6484,4,0,Americas,16.6094
geo_006,cell_D,30,South America,South,4882,17.9844,5,0,Asia,21.125
geo_006,cell_D,31,South America,South,4882,20.6875,0,1,South,20.6875
geo_006,cell_D,32,South America,South,4882,22.8438,0,1,South,22.8438
geo_006,cell_D,33,South America,South,4882,27.5625,0,1,South,27.5625
geo_006,cell_D,34,South America,South,4882,25.5156,0,1,South,25.5156
geo_006,cell_D,35,South America,South,4882,23.8125,0,1,South,23.8125
geo_007,cell_B,0,Africa,Africa,10174,-1.6953,106619,0,cor,15.1641
geo_007,cell_B,1,Africa,Africa,10174,-2.8652,119355,0,createElement,15.25
geo_007,cell_B,2,Africa,Africa,10174,-2.6016,116294,0,createElement,15.9062
geo_007,cell_B,3,Africa,Africa,10174,-4.3984,135967,0,VIRTUAL,14.6484
geo_007,cell_B,4,Africa,Africa,10174,-5.793,144269,0,toContain,14.4375
geo_007,cell_B,5,Africa,Africa,10174,-6.5586,147249,0,_ASSUME,16.0625
geo_007,cell_B,6,Africa,Africa,10174,-2.7109,118750,0,shouldReceive,14.3906
geo_007,cell_B,7,Africa,Africa,10174,-0.4834,85648,0,派人,16.0625
geo_007,cell_B,8,Africa,Africa,10174,-0.427,84374,0,+-+-+-+-,15.7031
geo_007,cell_B,9,Africa,Africa,10174,0.3584,71208,0,纽,15.1797
geo_007,cell_B,10,Africa,Africa,10174,1.4648,51903,0,'',14.9922
geo_007,cell_B,11,Africa,Africa,10174,1.748,44385,0,getCell,14.6719
geo_007,cell_B,12,Africa,Africa,10174,3.7324,15398,0,Response,13.6641
geo_007,cell_B,13,Africa,Africa,10174,5.1875,6617,0,tr,13.375
geo_007,cell_B,14,Africa,Africa,10174,4.2656,10980,0,New,12.75
geo_007,cell_B,15,Africa,Africa,10174,4.0938,12351,0,New,13.9219
geo_007,cell_B,16,Africa,Africa,10174,4.7227,8004,0,yes,13.0312
geo_007,cell_B,17,Africa,Africa,10174,4.8516,6558,0,yes,14.1172
geo_007,cell_B,18,Africa,Africa,10174,5.0625,6160,0,yes,15.8828
geo_007,cell_B,19,Africa,Africa,10174,2.7891,26644,0,yes,16.9219
geo_007,cell_B,20,Africa,Africa,10174,0.9575,54133,0,yes,12.4688
geo_007,cell_B,21,Africa,Africa,10174,1.417,45123,0,yes,13.0078
geo_007,cell_B,22,Africa,Africa,10174,3.0469,17507,0,yes,13.4062
geo_007,cell_B,23,Africa,Africa,10174,3.7578,13039,0,...,15.1562
geo_007,cell_B,24,Africa,Africa,10174,4.1172,10135,0,...,13.1094
geo_007,cell_B,25,Africa,Africa,10174,5.0508,5873,0,None,13.5469
geo_007,cell_B,26,Africa,Africa,10174,7.8242,765,0,North,15.5234
geo_007,cell_B,27,Africa,Africa,10174,11.2969,54,0,中国大陆,16.3594
geo_007,cell_B,28,Africa,Africa,10174,10.25,57,0,Earth,17.1719
geo_007,cell_B,29,Africa,Africa,10174,10.8594,36,0,Earth,15.5469
geo_007,cell_B,30,Africa,Africa,10174,18.3281,4,0,Asia,21.0
geo_007,cell_B,31,Africa,Africa,10174,22.375,0,1,Africa,22.375
geo_007,cell_B,32,Africa,Africa,10174,22.7812,0,1,Africa,22.7812
geo_007,cell_B,33,Africa,Africa,10174,24.3906,2,0,Egypt,26.4531
geo_007,cell_B,34,Africa,Africa,10174,22.0312,2,0,Egypt,23.0
geo_007,cell_B,35,Africa,Africa,10174,17.8281,2,0,the,18.9219
geo_007,cell_D,0,Africa,Africa,10174,-3.8672,133545,0,VIRTUAL,14.7109
geo_007,cell_D,1,Africa,Africa,10174,-3.6113,127707,0,birka,17.2031
geo_007,cell_D,2,Africa,Africa,10174,-3.7598,129430,0,VIRTUAL,16.5781
geo_007,cell_D,3,Africa,Africa,10174,-3.7148,129478,0,VIRTUAL,16.9844
geo_007,cell_D,4,Africa,Africa,10174,-3.4668,127219,0,VIRTUAL,16.1875
geo_007,cell_D,5,Africa,Africa,10174,-3.4785,127774,0,*******************************************************************************/,15.0625
geo_007,cell_D,6,Africa,Africa,10174,-1.6152,103509,0,curt,16.0625
geo_007,cell_D,7,Africa,Africa,10174,1.2422,55817,0,✔,15.1641
geo_007,cell_D,8,Africa,Africa,10174,1.4932,51575,0,✔,16.2656
geo_007,cell_D,9,Africa,Africa,10174,1.7861,46620,0,✔,15.5234
geo_007,cell_D,10,Africa,Africa,10174,-0.2157,81642,0,Answer,16.0781
geo_007,cell_D,11,Africa,Africa,10174,-0.603,88676,0,Answer,18.0469
geo_007,cell_D,12,Africa,Africa,10174,1.3086,52052,0,Answer,13.8594
geo_007,cell_D,13,Africa,Africa,10174,1.5869,43505,0,yes,13.75
geo_007,cell_D,14,Africa,Africa,10174,2.1289,35050,0,yes,14.9609
geo_007,cell_D,15,Africa,Africa,10174,-0.5654,89602,0,",",12.8359
geo_007,cell_D,16,Africa,Africa,10174,1.4717,44258,0,yes,14.0859
geo_007,cell_D,17,Africa,Africa,10174,2.6895,23135,0,yes,13.125
geo_007,cell_D,18,Africa,Africa,10174,3.2109,16938,0,yes,15.4375
