example_id,domain,cell,generated_answer_raw,generated_answer_normalised,gold_answer,correct,error,input_token_count,output_token_count
geo_018,geography,B," the Mediterranean Sea

Fact 1: Athens is the capital of Greece.
Fact",the mediterranean sea,the Mediterranean Sea,True,False,242,16
geo_018,geography,C," the Mediterranean Sea

Fact 1: Athens is the capital of Greece.
Fact",the mediterranean sea,the Mediterranean Sea,True,False,242,16
geo_018,geography,D," the Mediterranean Sea

Fact 1: The Earth is tilted on its axis.
",the mediterranean sea,the Mediterranean Sea,True,False,242,16
geo_018,geography,E,,,the Mediterranean Sea,False,False,242,1
geo_019,geography,A," Asia

Fact 1: The Danube River flows through the capital of what",asia,Asia,True,False,241,16
geo_019,geography,B," the United States

Fact 1: Hanoi is the capital of Vietnam.
",the united states,Asia,False,False,241,16
geo_019,geography,C," Asia

Fact 1: Hanoi is the capital of Vietnam.
Fact ",asia,Asia,True,False,241,16
geo_019,geography,D," Asia

Fact 1: The Earth is tilted on its axis.
Fact ",asia,Asia,True,False,241,16
geo_019,geography,E,,,Asia,False,False,241,1
geo_020,geography,A," the Atlantic Ocean

Fact 1: The Danube River flows through the capital",the atlantic ocean,the Atlantic Ocean,True,False,243,16
geo_020,geography,B," the Atlantic Ocean

Fact 1: Lisbon is the capital of a country border",the atlantic ocean,the Atlantic Ocean,True,False,243,16
geo_020,geography,C," the Atlantic Ocean

Fact 1: Lisbon is the capital of a country border",the atlantic ocean,the Atlantic Ocean,True,False,243,16
geo_020,geography,D," The Atlantic Ocean

Fact 1: Lungs are used for breathing.
Fact",the atlantic ocean,the Atlantic Ocean,True,False,243,16
geo_020,geography,E,,,the Atlantic Ocean,False,False,243,1
geo_021,geography,A," the Swedish krona

Fact 1: The Danube River flows through the",the swedish krona,the Swedish krona,True,False,251,16
geo_021,geography,B," Austria

Fact 1: Stockholm is the capital of Sweden.
Fact 2",austria,the Swedish krona,False,False,251,16
geo_021,geography,C," the Swedish krona

Fact 1: Stockholm is the capital of a country",the swedish krona,the Swedish krona,True,False,251,16
geo_021,geography,D," The Swedish krona

Fact 1: The Earth is tilted on its axis",the swedish krona,the Swedish krona,True,False,251,16
geo_021,geography,E,,,the Swedish krona,False,False,251,1
geo_022,geography,A," South America

Fact 1: The Danube River flows through the capital of",south america,South America,True,False,237,16
geo_022,geography,B," Santiago is located in the capital of what country?
B: Santiago is located in",santiago is located in the capital of what country,South America,False,False,237,16
geo_022,geography,C," South America

Q: The city of Santiago is located on what continent?
Step",south america,South America,True,False,237,16
geo_022,geography,D," South America

Fact 1: The Earth is tilted on its axis.
Fact",south america,South America,True,False,237,16
geo_022,geography,E,,,South America,False,False,237,1
geo_023,geography,A," Asia

Fact 1: The Danube River flows through the capital of what",asia,Asia,True,False,240,16
geo_023,geography,B," Asia

Fact 1: Seoul is the capital of South Korea.
Fact ",asia,Asia,True,False,240,16
geo_023,geography,C," Asia

Q: The city of Seoul is located on what continent?
Step ",asia,Asia,True,False,240,16
geo_023,geography,D," Asia

Fact 1: The Earth is tilted on its axis.
Fact ",asia,Asia,True,False,240,16
geo_023,geography,E,,,Asia,False,False,240,1
geo_024,geography,A," the North Atlantic

Fact 1: The Danube River flows through the capital",the north atlantic,the North Atlantic,True,False,248,16
geo_024,geography,B," the North Atlantic

Fact 1: Dublin is the capital of Ireland.
Fact",the north atlantic,the North Atlantic,True,False,248,16
geo_024,geography,C," the North Atlantic

Q: Dublin is the capital of an island in what ocean",the north atlantic,the North Atlantic,True,False,248,16
geo_024,geography,D," the North Atlantic Ocean

Fact 1: The Earth is tilted on its axis",the north atlantic ocean,the North Atlantic,False,False,248,16
geo_024,geography,E,,,the North Atlantic,False,False,248,1
geo_025,geography,A," NATO

Fact 1: The Danube River flows through the capital of what",nato,NATO,True,False,245,16
geo_025,geography,B," Ankara is the capital of a country that is a member of what alliance?
A",ankara is the capital of a country that is a member of what alliance,NATO,False,False,245,16
geo_025,geography,C," NATO

Fact 1: Ankara is the capital of a country that is a",nato,NATO,True,False,245,16
geo_025,geography,D," NATO

Fact 1: The Earth is tilted on its axis.
Fact ",nato,NATO,True,False,245,16
geo_025,geography,E,,,NATO,False,False,245,1
geo_026,geography,A," Africa

Fact 1: The Nile River flows through Egypt.
Fact 2",africa,Africa,True,False,241,16
geo_026,geography,B," the abdomen

Fact 1: The Nile River flows through Egypt.
Fact ",the abdomen,Africa,False,False,241,16
geo_026,geography,C," Africa

Fact 1: The Nile River flows through a country on what continent",africa,Africa,True,False,241,16
geo_026,geography,D," Africa

Fact 1: The Sun is a star.
Fact 2:",africa,Africa,True,False,241,16
geo_026,geography,E,,,Africa,False,False,241,1
geo_027,geography,A," England

Fact 1: The Danube River flows through Vienna.
Fact ",england,England,True,False,241,16
geo_027,geography,B," Austria

Fact 1: The Thames River flows through London.
Fact 2",austria,England,False,False,241,16
geo_027,geography,C," England

Fact 1: The Thames River flows through London.
Fact 2",england,England,True,False,241,16
geo_027,geography,D," England

Fact 1: The Sun is a star.
Fact 2:",england,England,True,False,241,16
geo_027,geography,E,,,England,False,False,241,1
geo_028,geography,A," Asia

Fact 1: The Danube River flows through the capital of what",asia,Asia,True,False,249,16
geo_028,geography,B," the United States

Fact 1: Mount Fuji is in an island country on",the united states,Asia,False,False,249,16
geo_028,geography,C," Asia

Fact 1: Mount Fuji is located in Japan.
Fact 2",asia,Asia,True,False,249,16
geo_028,geography,D," Asia

Fact 1: The Earth is tilted on its axis.
Fact ",asia,Asia,True,False,249,16
geo_028,geography,E,,,Asia,False,False,249,1
geo_029,geography,A," the Pacific Ocean

Fact 1: The Great Barrier Reef is in Australia.
",the pacific ocean,the Pacific Ocean,True,False,254,16
geo_029,geography,B," the Pacific Ocean

Fact 1: The Great Barrier Reef is in Australia.
",the pacific ocean,the Pacific Ocean,True,False,254,16
geo_029,geography,C," the Pacific Ocean

Q: The Great Barrier Reef is in a country surrounded by",the pacific ocean,the Pacific Ocean,True,False,254,16
geo_029,geography,D," The Great Barrier Reef is in a country surrounded by the Pacific Ocean.

Fact ",the great barrier reef is in a country surrounded by the pacific ocean,the Pacific Ocean,False,False,254,16
geo_029,geography,E,,,the Pacific Ocean,False,False,254,1
geo_030,geography,A," the Atlantic Ocean

Fact 1: The Amazon River flows through Brazil.
Fact",the atlantic ocean,the Atlantic Ocean,True,False,234,16
geo_030,geography,B," the Atlantic Ocean

Fact 1: The Amazon River flows through Brazil.
Fact",the atlantic ocean,the Atlantic Ocean,True,False,234,16
geo_030,geography,C," the Atlantic Ocean

Fact 1: The Amazon River flows through Brazil.
Fact",the atlantic ocean,the Atlantic Ocean,True,False,234,16
geo_030,geography,D," The Amazon River flows through a country bordering the Atlantic Ocean.

Fact 1",the amazon river flows through a country bordering the atlantic ocean,the Atlantic Ocean,False,False,234,16
geo_030,geography,E,,,the Atlantic Ocean,False,False,234,1
geo_031,geography,A," Europe

Fact 1: The Danube River flows through the capital of what",europe,Europe,True,False,248,16
geo_031,geography,B," the abdomen

Fact 1: Oslo is the capital of Norway.
Fact ",the abdomen,Europe,False,False,248,16
geo_031,geography,C," Europe

Q: Oslo is the capital of a country with the longest coastline in",europe,Europe,True,False,248,16
geo_031,geography,D," Europe
You are an AI assistant that helps people find information. User will you",europe,Europe,True,False,248,16
geo_031,geography,E,,,Europe,False,False,248,1
geo_032,geography,A," Russia

Fact 1: The Danube River flows through the capital of what",russia,Russia,True,False,251,16
geo_032,geography,B," the abdomen

Fact 1: Helsinki is the capital of Finland.
Fact ",the abdomen,Russia,False,False,251,16
geo_032,geography,C," Russia

Fact 1: Helsinki is the capital of Finland.
Fact 2",russia,Russia,True,False,251,16
geo_032,geography,D," Finland shares a border with Russia.
You are an AI assistant that helps people find",finland shares a border with russia,Russia,False,False,251,16
geo_032,geography,E,,,Russia,False,False,251,1
geo_033,geography,A," landlocked

Fact 1: The Danube River flows through the capital of",landlocked,landlocked,True,False,252,16
geo_033,geography,B," Austria is a landlocked country.
Fact 2: The first zoo open to",austria is a landlocked country,landlocked,False,False,252,16
geo_033,geography,C," a landlocked country.

Q: Vienna is the capital of a country that is",a landlocked country,landlocked,False,False,252,16
geo_033,geography,D," Austria is a landlocked country.
You are an AI assistant that helps people find",austria is a landlocked country,landlocked,False,False,252,16
geo_033,geography,E,,,landlocked,False,False,252,1
geo_034,geography,A," Scandinavia

Fact 1: The Danube River flows through the capital of",scandinavia,Scandinavia,True,False,253,16
geo_034,geography,B," the abdomen

Fact 1: Copenhagen is the capital of Denmark.
Fact ",the abdomen,Scandinavia,False,False,253,16
geo_034,geography,C," Scandinavia

Q: Copenhagen is the capital of a country that is part of",scandinavia,Scandinavia,True,False,253,16
geo_034,geography,D," Scandinavia
You are an AI assistant that helps people find information. User will",scandinavia,Scandinavia,True,False,253,16
geo_034,geography,E,,,Scandinavia,False,False,253,1
geo_035,geography,A," Asia

Fact 1: The Danube River flows through the capital of what",asia,Asia,True,False,243,16
geo_035,geography,B," the United States

Fact 1: New Delhi is the capital of India.
",the united states,Asia,False,False,243,16
geo_035,geography,C," Asia

Q: The city of New Delhi is located on what continent?
Step",asia,Asia,True,False,243,16
geo_035,geography,D," Asia

Fact 1: New Delhi is the capital of India.
Fact ",asia,Asia,True,False,243,16
geo_035,geography,E,,,Asia,False,False,243,1
geo_036,geography,A," archipelago

Fact 1: The Danube River flows through the capital",archipelago,archipelago,True,False,256,16
geo_036,geography,B," the world

Fact 1: Jakarta is the capital of Indonesia.
Fact ",the world,archipelago,False,False,256,16
geo_036,geography,C," the world

Fact 1: Jakarta is the capital of the largest what in",the world,archipelago,False,False,256,16
geo_036,geography,D," archipelago
You are an AI assistant that helps people find information. User",archipelago,archipelago,True,False,256,16
geo_036,geography,E,,,archipelago,False,False,256,1
geo_037,geography,A," South America

Fact 1: The Danube River flows through the capital of",south america,South America,True,False,242,16
geo_037,geography,B," Bogota is located in South America.
Fact 1: Bogota is located",bogota is located in south america,South America,False,False,242,16
geo_037,geography,C," South America

Q: The city of Bogota is located on what continent?
",south america,South America,True,False,242,16
geo_037,geography,D," South America

Fact 1: The Earth is tilted on its axis.
Fact",south america,South America,True,False,242,16
geo_037,geography,E,,,South America,False,False,242,1
geo_038,geography,A," three

Fact 1: The Danube River flows through the capital of what",three,three,True,False,256,16
geo_038,geography,B," Pretoria is the capital of a country with how many official capitals?
A:",pretoria is the capital of a country with how many official capitals,three,False,False,256,16
geo_038,geography,C," South Africa

Fact 1: Pretoria is the capital of South Africa.
",south africa,three,False,False,256,16
geo_038,geography,D," three official capitals

Fact 1: The Earth is tilted on its axis.
",three official capitals,three,False,False,256,16
geo_038,geography,E,,,three,False,False,256,1
geo_039,geography,A," Asia

Fact 1: The Danube River flows through the capital of what",asia,Asia,True,False,245,16
geo_039,geography,B," the Philippines is located in Asia.
Fact 1: The Philippines is located in",the philippines is located in asia,Asia,False,False,245,16
geo_039,geography,C," Asia

Fact 1: The city of Manila is located on what continent?
",asia,Asia,True,False,245,16
geo_039,geography,D," Asia

Fact 1: The Earth is tilted on its axis.
Fact ",asia,Asia,True,False,245,16
geo_039,geography,E,,,Asia,False,False,245,1
geo_040,geography,A," the Caribbean

Fact 1: The Danube River flows through the capital of",the caribbean,the Caribbean,True,False,252,16
geo_040,geography,B," the abdomen

Fact 1: Havana is the capital of Cuba.
Fact ",the abdomen,the Caribbean,False,False,252,16
geo_040,geography,C," the Caribbean

Q: Havana is the capital of the largest island in what region",the caribbean,the Caribbean,True,False,252,16
geo_040,geography,D," The Caribbean region.
You are an AI assistant that helps people find information. User",the caribbean region,the Caribbean,False,False,252,16
geo_040,geography,E,,,the Caribbean,False,False,252,1
geo_041,geography,A," Asia

Fact 1: The Danube River flows through the capital of what",asia,Asia,True,False,250,16
geo_041,geography,B," Asia

Fact 1: Kuala Lumpur is the capital of Malaysia.
Fact ",asia,Asia,True,False,250,16
geo_041,geography,C," Asia

Fact 1: The Danube River flows through Vienna.
Step ",asia,Asia,True,False,250,16
geo_041,geography,D," Asia

Fact 1: The Earth is tilted on its axis.
Fact ",asia,Asia,True,False,250,16
geo_041,geography,E,,,Asia,False,False,250,1
geo_042,geography,A," 1957

Fact 1: The Danube River flows through",1957,1957,True,False,253,16
geo_042,geography,B," Accra is the capital of a country that gained independence in what year?
A",accra is the capital of a country that gained independence in what year,1957,False,False,253,16
geo_042,geography,C," 1957

Q: Accra is the capital of a country",1957,1957,True,False,253,16
geo_042,geography,D," 1957

Fact 1: A person's weight is the",1957,1957,True,False,253,16
geo_042,geography,E,,,1957,False,False,253,1
geo_043,geography,A," South America

Fact 1: Quito is the capital of Ecuador.
Fact",south america,South America,True,False,245,16
geo_043,geography,B," Quito is located in the capital of what country?
A: the capital of",quito is located in the capital of what country,South America,False,False,245,16
geo_043,geography,C," South America

Q: Quito is the capital of Ecuador.
Fact 2",south america,South America,True,False,245,16
geo_043,geography,D," South America

Fact 1: The Earth is tilted on its axis.
Fact",south america,South America,True,False,245,16
geo_043,geography,E,,,South America,False,False,245,1
geo_044,geography,A," geothermal energy

Fact 1: The Danube River flows through the capital",geothermal energy,geothermal energy,True,False,267,16
geo_044,geography,B, Reykjavik is the capital of a country powered mainly by what energy source,reykjavik is the capital of a country powered mainly by what energy source,geothermal energy,False,False,267,16
geo_044,geography,C," geothermal energy

Q: Reykjavik is the capital of a country",geothermal energy,geothermal energy,True,False,267,16
geo_044,geography,D," geothermal energy
You are an AI assistant that helps people find information. User",geothermal energy,geothermal energy,True,False,267,16
geo_044,geography,E,,,geothermal energy,False,False,267,1
geo_045,geography,A," Asia

Fact 1: The Danube River flows through the capital of what",asia,Asia,True,False,240,16
geo_045,geography,B," Kathmandu is located in Asia.

Fact 1: Kathmandu is",kathmandu is located in asia,Asia,False,False,240,16
geo_045,geography,C," Asia

Fact 1: Kathmandu is the capital of Nepal.
Fact",asia,Asia,True,False,240,16
geo_045,geography,D," Asia

Fact 1: The Earth is tilted on its axis.
Fact ",asia,Asia,True,False,240,16
geo_045,geography,E,,,Asia,False,False,240,1
geo_046,geography,A," 230 million

Fact 1: The Danube River flows through",230 million,230 million,True,False,255,16
geo_046,geography,B," the abdomen

Fact 1: Islamabad is the capital of Pakistan.
Fact ",the abdomen,230 million,False,False,255,16
geo_046,geography,C," 230 million

Fact 1: Islamabad is the capital of a",230 million,230 million,True,False,255,16
geo_046,geography,D," over 230 million
You are an AI assistant that helps people find",over 230 million,230 million,False,False,255,16
geo_046,geography,E,,,230 million,False,False,255,1
geo_047,geography,A," Africa

Fact 1: The Danube River flows through the capital of what",africa,Africa,True,False,240,16
geo_047,geography,B," the United States

Fact 1: Addis Ababa is located on what",the united states,Africa,False,False,240,16
geo_047,geography,C," Africa

Fact 1: Addis Ababa is the capital of Ethiopia.
",africa,Africa,True,False,240,16
geo_047,geography,D," Africa

Fact 1: An animal requires food to survive.
Fact 2",africa,Africa,True,False,240,16
geo_047,geography,E,,,Africa,False,False,240,1
geo_048,geography,A," oil

Fact 1: The Danube River flows through the capital of what",oil,oil,True,False,258,16
geo_048,geography,B," the largest reserves of what?
A: the largest reserves of what?
A:",the largest reserves of what,oil,False,False,258,16
geo_048,geography,C," the world

Fact 1: Caracas is the capital of Venezuela.
Fact",the world,oil,False,False,258,16
geo_048,geography,D," Venezuela has the largest proven oil reserves in the world.
You are an AI assistant",venezuela has the largest proven oil reserves in the world,oil,False,False,258,16
geo_048,geography,E,,,oil,False,False,258,1
geo_049,geography,A," Africa

Fact 1: The Danube River flows through the capital of what",africa,Africa,True,False,248,16
geo_049,geography,B," Rabat is the capital of Morocco.
Fact 2: The speed of light",rabat is the capital of morocco,Africa,False,False,248,16
geo_049,geography,C," Africa

Fact 1: Rabat is the capital of Morocco.
Fact ",africa,Africa,True,False,248,16
geo_049,geography,D," Africa

Fact 1: The Earth is tilted on its axis.
Fact ",africa,Africa,True,False,248,16
geo_049,geography,E,,,Africa,False,False,248,1
geo_050,geography,A," Asia

Fact 1: The Danube River flows through the capital of what",asia,Asia,True,False,245,16
geo_050,geography,B," the United States

Fact 1: Phnom Penh is located on what",the united states,Asia,False,False,245,16
geo_050,geography,C," Asia

Q: Phnom Penh is located on what continent?
Step ",asia,Asia,True,False,245,16
geo_050,geography,D," Asia

Fact 1: The Earth is tilted on its axis.
Fact ",asia,Asia,True,False,245,16
geo_050,geography,E,,,Asia,False,False,245,1
sci_001,science,A," 8

Fact 1: The Danube River flows through the capital of",8,8,True,False,253,16
sci_001,science,B," 8

Fact 1: Water is composed of hydrogen and oxygen.
Fact",8,8,True,False,253,16
sci_001,science,C," 8

Q: Water contains an element with what atomic number?
Step ",8,8,True,False,253,16
sci_001,science,D," 8

Fact 1: Water is composed of hydrogen and oxygen.
Fact",8,8,True,False,253,16
sci_001,science,E,,,8,False,False,253,1
sci_002,science,A," 11

Fact 1: The Danube River flows through the capital",11,11,True,False,263,16
sci_002,science,B," 11

Fact 1: Mount Kilimanjaro is the tallest",11,11,True,False,263,16
sci_002,science,C," 11
Answer: 11

Q: Table salt contains an",11,11,True,False,263,16
sci_002,science,D," 11

Fact 1: The Earth is tilted on its axis.
",11,11,True,False,263,16
sci_002,science,E,,,11,False,False,263,1
sci_003,science,A," reddish brown

Fact 1: The Danube River flows through the capital",reddish brown,reddish brown,True,False,240,16
sci_003,science,B," Iron oxide has a reddish brown color.
B: Iron oxide has a redd",iron oxide has a reddish brown color,reddish brown,False,False,240,16
sci_003,science,C," the abdomen

Fact 1: Rust is composed of iron oxide.
Fact ",the abdomen,reddish brown,False,False,240,16
sci_003,science,D," Rust has a reddish brown color.

Fact 1: The Earth is tilted",rust has a reddish brown color,reddish brown,False,False,240,16
sci_003,science,E," 1.5

Assistant: 1.5

Assistant: 1",1.5,reddish brown,False,False,240,16
sci_004,science,A," spiral

Fact 1: The Sun is a star in the Milky Way.
",spiral,spiral,True,False,240,16
sci_004,science,B," The Sun is in the Milky Way.
Fact 2: The Milky Way is",the sun is in the milky way,spiral,False,False,240,16
sci_004,science,C," the Milky Way

Fact 1: The Sun is a star in the Milky",the milky way,spiral,False,False,240,16
sci_004,science,D," The Sun is in a spiral galaxy.
You are an AI assistant that helps people",the sun is in a spiral galaxy,spiral,False,False,240,16
sci_004,science,E,,,spiral,False,False,240,1
sci_005,science,A," yellow dwarf star

Fact 1: The Danube River flows through the capital",yellow dwarf star,yellow dwarf,False,False,243,16
sci_005,science,B," Earth orbits the Sun.
Fact 2: The first modern novel is often considered",earth orbits the sun,yellow dwarf,False,False,243,16
sci_005,science,C," a yellow dwarf star

Q: Earth orbits what type of star?
Step ",a yellow dwarf star,yellow dwarf,False,False,243,16
sci_005,science,D," The Sun is classified as a yellow dwarf star.
You are an AI assistant that",the sun is classified as a yellow dwarf star,yellow dwarf,False,False,243,16
sci_005,science,E,,,yellow dwarf,False,False,243,1
sci_006,science,A," static electricity

Fact 1: The Danube River flows through the capital of",static electricity,electric charge,False,False,239,16
sci_006,science,B," the Danube River flows through the capital of what part of the body?
A",the danube river flows through the capital of what part of the body,electric charge,False,False,239,16
sci_006,science,C," the abdomen

Fact 1: Lightning is caused by a buildup of what?
",the abdomen,electric charge,False,False,239,16
sci_006,science,D," electric charge
You are an AI assistant that helps people find information. User will",electric charge,electric charge,True,False,239,16
sci_006,science,E,,,electric charge,False,False,239,1
sci_007,science,A," 6

Fact 1: The Danube River flows through the capital of",6,6,True,False,235,16
