model,example_id,domain,source_cell,donor_cell,layer,hook,token_position,control,alpha,split,gold_answer,gold_token_id,baseline_gold_logit,steered_gold_logit,delta_gold_logit,baseline_gold_rank,steered_gold_rank,delta_gold_rank,baseline_top1,steered_top1,random_seed
Qwen/Qwen2.5-3B,geo_007,geography,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,Africa,10174,17.828125,17.0625,-0.765625,2,4,-2,0,0,
Qwen/Qwen2.5-3B,geo_019,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,Asia,13622,19.828125,19.828125,0.0,1,1,0,0,0,
Qwen/Qwen2.5-3B,geo_019,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,Asia,13622,19.828125,19.75,-0.078125,1,0,1,0,1,
Qwen/Qwen2.5-3B,geo_019,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,Asia,13622,19.828125,19.609375,-0.21875,1,0,1,0,1,
Qwen/Qwen2.5-3B,geo_019,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,Asia,13622,19.828125,19.375,-0.453125,1,0,1,0,1,
Qwen/Qwen2.5-3B,geo_019,geography,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,Asia,13622,19.828125,19.046875,-0.78125,1,0,1,0,1,
Qwen/Qwen2.5-3B,geo_022,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,South America,4882,18.109375,18.109375,0.0,3,3,0,0,0,
Qwen/Qwen2.5-3B,geo_022,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,South America,4882,18.109375,18.15625,0.046875,3,2,1,0,0,
Qwen/Qwen2.5-3B,geo_022,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,South America,4882,18.109375,18.09375,-0.015625,3,2,1,0,0,
Qwen/Qwen2.5-3B,geo_022,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,South America,4882,18.109375,17.9375,-0.171875,3,2,1,0,0,
Qwen/Qwen2.5-3B,geo_022,geography,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,South America,4882,18.109375,17.796875,-0.3125,3,2,1,0,0,
Qwen/Qwen2.5-3B,geo_025,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,NATO,29234,12.484375,12.484375,0.0,13,13,0,0,0,
Qwen/Qwen2.5-3B,geo_025,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,NATO,29234,12.484375,12.203125,-0.28125,13,16,-3,0,0,
Qwen/Qwen2.5-3B,geo_025,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,NATO,29234,12.484375,11.8984375,-0.5859375,13,26,-13,0,0,
Qwen/Qwen2.5-3B,geo_025,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,NATO,29234,12.484375,11.6953125,-0.7890625,13,31,-18,0,0,
Qwen/Qwen2.5-3B,geo_025,geography,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,NATO,29234,12.484375,11.6015625,-0.8828125,13,32,-19,0,0,
Qwen/Qwen2.5-3B,geo_028,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,Asia,13622,18.78125,18.78125,0.0,2,2,0,0,0,
Qwen/Qwen2.5-3B,geo_028,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,Asia,13622,18.78125,18.734375,-0.046875,2,2,0,0,0,
Qwen/Qwen2.5-3B,geo_028,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,Asia,13622,18.78125,18.640625,-0.140625,2,2,0,0,0,
Qwen/Qwen2.5-3B,geo_028,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,Asia,13622,18.78125,18.53125,-0.25,2,2,0,0,0,
Qwen/Qwen2.5-3B,geo_028,geography,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,Asia,13622,18.78125,18.4375,-0.34375,2,2,0,0,0,
Qwen/Qwen2.5-3B,geo_035,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,Asia,13622,18.65625,18.65625,0.0,1,1,0,0,0,
Qwen/Qwen2.5-3B,geo_035,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,Asia,13622,18.65625,18.6875,0.03125,1,1,0,0,0,
Qwen/Qwen2.5-3B,geo_035,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,Asia,13622,18.65625,18.53125,-0.125,1,1,0,0,0,
Qwen/Qwen2.5-3B,geo_035,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,Asia,13622,18.65625,18.1875,-0.46875,1,2,-1,0,0,
Qwen/Qwen2.5-3B,geo_035,geography,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,Asia,13622,18.65625,17.890625,-0.765625,1,3,-2,0,0,
Qwen/Qwen2.5-3B,geo_043,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,South America,4882,17.609375,17.609375,0.0,2,2,0,0,0,
Qwen/Qwen2.5-3B,geo_043,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,South America,4882,17.609375,17.515625,-0.09375,2,2,0,0,0,
Qwen/Qwen2.5-3B,geo_043,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,South America,4882,17.609375,17.34375,-0.265625,2,2,0,0,0,
Qwen/Qwen2.5-3B,geo_043,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,South America,4882,17.609375,17.140625,-0.46875,2,3,-1,0,0,
Qwen/Qwen2.5-3B,geo_043,geography,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,South America,4882,17.609375,16.96875,-0.640625,2,3,-1,0,0,
Qwen/Qwen2.5-3B,geo_045,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,Asia,13622,19.546875,19.546875,0.0,1,1,0,0,0,
Qwen/Qwen2.5-3B,geo_045,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,Asia,13622,19.546875,19.4375,-0.109375,1,1,0,0,0,
Qwen/Qwen2.5-3B,geo_045,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,Asia,13622,19.546875,19.21875,-0.328125,1,1,0,0,0,
Qwen/Qwen2.5-3B,geo_045,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,Asia,13622,19.546875,18.921875,-0.625,1,1,0,0,0,
Qwen/Qwen2.5-3B,geo_045,geography,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,Asia,13622,19.546875,18.71875,-0.828125,1,1,0,0,0,
Qwen/Qwen2.5-3B,geo_047,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,Africa,10174,18.71875,18.71875,0.0,1,1,0,0,0,
Qwen/Qwen2.5-3B,geo_047,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,Africa,10174,18.71875,18.6875,-0.03125,1,1,0,0,0,
Qwen/Qwen2.5-3B,geo_047,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,Africa,10174,18.71875,18.65625,-0.0625,1,1,0,0,0,
Qwen/Qwen2.5-3B,geo_047,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,Africa,10174,18.71875,18.59375,-0.125,1,1,0,0,0,
Qwen/Qwen2.5-3B,geo_047,geography,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,Africa,10174,18.71875,18.5625,-0.15625,1,1,0,0,0,
Qwen/Qwen2.5-3B,geo_049,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,Africa,10174,18.09375,18.09375,0.0,3,3,0,0,0,
Qwen/Qwen2.5-3B,geo_049,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,Africa,10174,18.09375,18.03125,-0.0625,3,2,1,0,0,
Qwen/Qwen2.5-3B,geo_049,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,Africa,10174,18.09375,17.859375,-0.234375,3,1,2,0,0,
Qwen/Qwen2.5-3B,geo_049,geography,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,Africa,10174,18.09375,17.609375,-0.484375,3,2,1,0,0,
Qwen/Qwen2.5-3B,geo_049,geography,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,Africa,10174,18.09375,17.390625,-0.703125,3,2,1,0,0,
Qwen/Qwen2.5-3B,sci_006,science,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,electric charge,9072,12.2109375,12.2109375,0.0,19,19,0,0,0,
Qwen/Qwen2.5-3B,sci_006,science,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,electric charge,9072,12.2109375,11.8828125,-0.328125,19,26,-7,0,0,
Qwen/Qwen2.5-3B,sci_006,science,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,electric charge,9072,12.2109375,11.3671875,-0.84375,19,43,-24,0,0,
Qwen/Qwen2.5-3B,sci_006,science,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,electric charge,9072,12.2109375,10.953125,-1.2578125,19,57,-38,0,0,
Qwen/Qwen2.5-3B,sci_006,science,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,electric charge,9072,12.2109375,10.6171875,-1.59375,19,94,-75,0,0,
Qwen/Qwen2.5-3B,sci_014,science,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,SiO2,11832,14.65625,14.65625,0.0,6,6,0,0,0,
Qwen/Qwen2.5-3B,sci_014,science,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,SiO2,11832,14.65625,14.421875,-0.234375,6,9,-3,0,0,
Qwen/Qwen2.5-3B,sci_014,science,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,SiO2,11832,14.65625,14.3203125,-0.3359375,6,9,-3,0,0,
Qwen/Qwen2.5-3B,sci_014,science,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,SiO2,11832,14.65625,14.3203125,-0.3359375,6,9,-3,0,0,
Qwen/Qwen2.5-3B,sci_014,science,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,SiO2,11832,14.65625,14.3828125,-0.2734375,6,9,-3,0,0,
Qwen/Qwen2.5-3B,bio_007,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,exposure to sunlight,14338,13.203125,13.203125,0.0,20,20,0,0,0,
Qwen/Qwen2.5-3B,bio_007,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,exposure to sunlight,14338,13.203125,13.203125,0.0,20,20,0,0,0,
Qwen/Qwen2.5-3B,bio_007,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,exposure to sunlight,14338,13.203125,12.9921875,-0.2109375,20,23,-3,0,0,
Qwen/Qwen2.5-3B,bio_007,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,exposure to sunlight,14338,13.203125,12.8359375,-0.3671875,20,26,-6,0,0,
Qwen/Qwen2.5-3B,bio_007,biology,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,exposure to sunlight,14338,13.203125,12.84375,-0.359375,20,26,-6,0,0,
Qwen/Qwen2.5-3B,bio_008,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,excessive bleeding,26541,13.8125,13.8125,0.0,12,12,0,0,0,
Qwen/Qwen2.5-3B,bio_008,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,excessive bleeding,26541,13.8125,13.84375,0.03125,12,12,0,0,0,
Qwen/Qwen2.5-3B,bio_008,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,excessive bleeding,26541,13.8125,13.671875,-0.140625,12,14,-2,0,0,
Qwen/Qwen2.5-3B,bio_008,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,excessive bleeding,26541,13.8125,13.5546875,-0.2578125,12,16,-4,0,0,
Qwen/Qwen2.5-3B,bio_008,biology,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,excessive bleeding,26541,13.8125,13.515625,-0.296875,12,17,-5,0,0,
Qwen/Qwen2.5-3B,bio_012,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,nutrients,36393,9.875,9.875,0.0,187,187,0,0,0,
Qwen/Qwen2.5-3B,bio_012,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,nutrients,36393,9.875,9.828125,-0.046875,187,186,1,0,0,
Qwen/Qwen2.5-3B,bio_012,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,nutrients,36393,9.875,9.5859375,-0.2890625,187,226,-39,0,0,
Qwen/Qwen2.5-3B,bio_012,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,nutrients,36393,9.875,9.1484375,-0.7265625,187,318,-131,0,0,
Qwen/Qwen2.5-3B,bio_012,biology,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,nutrients,36393,9.875,8.84375,-1.03125,187,410,-223,0,0,
Qwen/Qwen2.5-3B,bio_026,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,the eye,279,19.671875,19.671875,0.0,0,0,0,1,1,
Qwen/Qwen2.5-3B,bio_026,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,the eye,279,19.671875,19.640625,-0.03125,0,0,0,1,1,
Qwen/Qwen2.5-3B,bio_026,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,the eye,279,19.671875,19.5625,-0.109375,0,0,0,1,1,
Qwen/Qwen2.5-3B,bio_026,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,the eye,279,19.671875,19.515625,-0.15625,0,0,0,1,1,
Qwen/Qwen2.5-3B,bio_026,biology,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,the eye,279,19.671875,19.515625,-0.15625,0,0,0,1,1,
Qwen/Qwen2.5-3B,bio_038,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,oxygen,23552,15.234375,15.234375,0.0,4,4,0,0,0,
Qwen/Qwen2.5-3B,bio_038,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,oxygen,23552,15.234375,15.2890625,0.0546875,4,3,1,0,0,
Qwen/Qwen2.5-3B,bio_038,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,oxygen,23552,15.234375,15.2109375,-0.0234375,4,4,0,0,0,
Qwen/Qwen2.5-3B,bio_038,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,oxygen,23552,15.234375,15.0078125,-0.2265625,4,5,-1,0,0,
Qwen/Qwen2.5-3B,bio_038,biology,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,oxygen,23552,15.234375,14.765625,-0.46875,4,5,-1,0,0,
Qwen/Qwen2.5-3B,bio_046,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,nutrients from food,36393,12.390625,12.390625,0.0,25,25,0,0,0,
Qwen/Qwen2.5-3B,bio_046,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,nutrients from food,36393,12.390625,11.515625,-0.875,25,59,-34,0,0,
Qwen/Qwen2.5-3B,bio_046,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,nutrients from food,36393,12.390625,10.703125,-1.6875,25,116,-91,0,0,
Qwen/Qwen2.5-3B,bio_046,biology,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,nutrients from food,36393,12.390625,10.2109375,-2.1796875,25,176,-151,0,0,
Qwen/Qwen2.5-3B,bio_046,biology,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,nutrients from food,36393,12.390625,10.0703125,-2.3203125,25,194,-169,0,0,
Qwen/Qwen2.5-3B,cul_002,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,France,9625,16.3125,16.3125,0.0,3,3,0,0,0,
Qwen/Qwen2.5-3B,cul_002,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,France,9625,16.3125,16.3125,0.0,3,3,0,0,0,
Qwen/Qwen2.5-3B,cul_002,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,France,9625,16.3125,16.359375,0.046875,3,3,0,0,0,
Qwen/Qwen2.5-3B,cul_002,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,France,9625,16.3125,16.390625,0.078125,3,3,0,0,0,
Qwen/Qwen2.5-3B,cul_002,culture,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,France,9625,16.3125,16.40625,0.09375,3,3,0,0,0,
Qwen/Qwen2.5-3B,cul_005,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,Spain,17689,16.53125,16.53125,0.0,3,3,0,0,0,
Qwen/Qwen2.5-3B,cul_005,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,Spain,17689,16.53125,16.5,-0.03125,3,3,0,0,0,
Qwen/Qwen2.5-3B,cul_005,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,Spain,17689,16.53125,16.4375,-0.09375,3,3,0,0,0,
Qwen/Qwen2.5-3B,cul_005,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,Spain,17689,16.53125,16.375,-0.15625,3,3,0,0,0,
Qwen/Qwen2.5-3B,cul_005,culture,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,Spain,17689,16.53125,16.296875,-0.234375,3,4,-1,0,0,
Qwen/Qwen2.5-3B,cul_011,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,Greece,24427,15.8359375,15.8359375,0.0,3,3,0,0,0,
Qwen/Qwen2.5-3B,cul_011,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,Greece,24427,15.8359375,15.9296875,0.09375,3,3,0,0,0,
Qwen/Qwen2.5-3B,cul_011,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,Greece,24427,15.8359375,15.9765625,0.140625,3,3,0,0,0,
Qwen/Qwen2.5-3B,cul_011,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,Greece,24427,15.8359375,15.9609375,0.125,3,3,0,0,0,
Qwen/Qwen2.5-3B,cul_011,culture,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,Greece,24427,15.8359375,15.9453125,0.109375,3,4,-1,0,0,
Qwen/Qwen2.5-3B,cul_017,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,India,6747,15.015625,15.015625,0.0,8,8,0,0,0,
Qwen/Qwen2.5-3B,cul_017,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,India,6747,15.015625,15.1015625,0.0859375,8,7,1,0,0,
Qwen/Qwen2.5-3B,cul_017,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,India,6747,15.015625,15.171875,0.15625,8,6,2,0,0,
Qwen/Qwen2.5-3B,cul_017,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,India,6747,15.015625,15.203125,0.1875,8,6,2,0,0,
Qwen/Qwen2.5-3B,cul_017,culture,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,India,6747,15.015625,15.2265625,0.2109375,8,6,2,0,0,
Qwen/Qwen2.5-3B,cul_018,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,North America,4787,18.03125,18.03125,0.0,2,2,0,0,0,
Qwen/Qwen2.5-3B,cul_018,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,North America,4787,18.03125,18.0,-0.03125,2,2,0,0,0,
Qwen/Qwen2.5-3B,cul_018,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,North America,4787,18.03125,17.921875,-0.109375,2,2,0,0,0,
Qwen/Qwen2.5-3B,cul_018,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,North America,4787,18.03125,17.796875,-0.234375,2,2,0,0,0,
Qwen/Qwen2.5-3B,cul_018,culture,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,North America,4787,18.03125,17.6875,-0.34375,2,2,0,0,0,
Qwen/Qwen2.5-3B,cul_026,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,Russia,8359,17.0625,17.0625,0.0,3,3,0,0,0,
Qwen/Qwen2.5-3B,cul_026,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,Russia,8359,17.0625,17.109375,0.046875,3,2,1,0,0,
Qwen/Qwen2.5-3B,cul_026,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,Russia,8359,17.0625,17.125,0.0625,3,2,1,0,0,
Qwen/Qwen2.5-3B,cul_026,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,Russia,8359,17.0625,17.0625,0.0,3,2,1,0,0,
Qwen/Qwen2.5-3B,cul_026,culture,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,Russia,8359,17.0625,17.015625,-0.046875,3,3,0,0,0,
Qwen/Qwen2.5-3B,cul_029,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,Cairo,52550,17.21875,17.21875,0.0,3,3,0,0,0,
Qwen/Qwen2.5-3B,cul_029,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,Cairo,52550,17.21875,17.1875,-0.03125,3,2,1,0,0,
Qwen/Qwen2.5-3B,cul_029,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,Cairo,52550,17.21875,17.15625,-0.0625,3,2,1,0,0,
Qwen/Qwen2.5-3B,cul_029,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,Cairo,52550,17.21875,17.109375,-0.109375,3,2,1,0,0,
Qwen/Qwen2.5-3B,cul_029,culture,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,Cairo,52550,17.21875,17.046875,-0.171875,3,2,1,0,0,
Qwen/Qwen2.5-3B,cul_031,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,the River Thames,279,18.78125,18.78125,0.0,0,0,0,1,1,
Qwen/Qwen2.5-3B,cul_031,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,the River Thames,279,18.78125,18.375,-0.40625,0,0,0,1,1,
Qwen/Qwen2.5-3B,cul_031,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,the River Thames,279,18.78125,18.140625,-0.640625,0,1,-1,1,0,
Qwen/Qwen2.5-3B,cul_031,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,the River Thames,279,18.78125,18.09375,-0.6875,0,1,-1,1,0,
Qwen/Qwen2.5-3B,cul_031,culture,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,the River Thames,279,18.78125,18.0625,-0.71875,0,1,-1,1,0,
Qwen/Qwen2.5-3B,cul_035,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,the Pacific Ring of Fire,279,18.359375,18.359375,0.0,0,0,0,1,1,
Qwen/Qwen2.5-3B,cul_035,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,the Pacific Ring of Fire,279,18.359375,18.046875,-0.3125,0,0,0,1,1,
Qwen/Qwen2.5-3B,cul_035,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,the Pacific Ring of Fire,279,18.359375,17.703125,-0.65625,0,1,-1,1,0,
Qwen/Qwen2.5-3B,cul_035,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,the Pacific Ring of Fire,279,18.359375,17.359375,-1.0,0,1,-1,1,0,
Qwen/Qwen2.5-3B,cul_035,culture,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,the Pacific Ring of Fire,279,18.359375,17.078125,-1.28125,0,2,-2,1,0,
Qwen/Qwen2.5-3B,cul_039,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,1147,220,18.734375,18.734375,0.0,1,1,0,0,0,
Qwen/Qwen2.5-3B,cul_039,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,1147,220,18.734375,18.53125,-0.203125,1,1,0,0,0,
Qwen/Qwen2.5-3B,cul_039,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,1147,220,18.734375,18.421875,-0.3125,1,1,0,0,0,
Qwen/Qwen2.5-3B,cul_039,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,1147,220,18.734375,18.421875,-0.3125,1,1,0,0,0,
Qwen/Qwen2.5-3B,cul_039,culture,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,1147,220,18.734375,18.5,-0.234375,1,1,0,0,0,
Qwen/Qwen2.5-3B,cul_041,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.0,test,Southeast Asia,35564,17.671875,17.671875,0.0,1,1,0,0,0,
Qwen/Qwen2.5-3B,cul_041,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.25,test,Southeast Asia,35564,17.671875,17.5625,-0.109375,1,1,0,0,0,
Qwen/Qwen2.5-3B,cul_041,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.5,test,Southeast Asia,35564,17.671875,17.34375,-0.328125,1,1,0,0,0,
Qwen/Qwen2.5-3B,cul_041,culture,B,D,8,resid_post,final_prompt_token,early_layer,0.75,test,Southeast Asia,35564,17.671875,17.09375,-0.578125,1,3,-2,0,0,
Qwen/Qwen2.5-3B,cul_041,culture,B,D,8,resid_post,final_prompt_token,early_layer,1.0,test,Southeast Asia,35564,17.671875,16.875,-0.796875,1,3,-2,0,0,
